type, threadCount, insertCount, time
ConcurrentQueue,12,30000,0.071758
LockCoupling,12,30000,0.102682
ConcurrentList,12,30000,0.0526059
ConcurrentHashTable,12,30000,0.00812888
ConcurrentQueue,12,40000,0.0967309
LockCoupling,12,40000,0.136124
ConcurrentList,12,40000,0.0716679
ConcurrentHashTable,12,40000,0.0117931
ConcurrentQueue,12,50000,0.120326
LockCoupling,12,50000,0.167726
ConcurrentList,12,50000,0.0872049
ConcurrentHashTable,12,50000,0.0127769
ConcurrentQueue,12,60000,0.145348
LockCoupling,12,60000,0.201795
ConcurrentList,12,60000,0.105298
ConcurrentHashTable,12,60000,0.0150681
ConcurrentQueue,12,70000,0.168292
LockCoupling,12,70000,0.234971
ConcurrentList,12,70000,0.122669
ConcurrentHashTable,12,70000,0.018189
ConcurrentQueue,12,80000,0.192942
LockCoupling,12,80000,0.266923
ConcurrentList,12,80000,0.139989
ConcurrentHashTable,12,80000,0.0185649
ConcurrentQueue,12,90000,0.217133
LockCoupling,12,90000,0.300501
ConcurrentList,12,90000,0.157448
ConcurrentHashTable,12,90000,0.021647
ConcurrentQueue,12,100000,0.241224
LockCoupling,12,100000,0.332916
ConcurrentList,12,100000,0.175075
ConcurrentHashTable,12,100000,0.0253661
ConcurrentQueue,12,110000,0.265349
LockCoupling,12,110000,0.366806
ConcurrentList,12,110000,0.192323
ConcurrentHashTable,12,110000,0.0269091
ConcurrentQueue,12,120000,0.289953
LockCoupling,12,120000,0.39929
ConcurrentList,12,120000,0.209414
ConcurrentHashTable,12,120000,0.027113
ConcurrentQueue,48,10000,0.0970449
LockCoupling,48,10000,0.144207
ConcurrentList,48,10000,0.0708549
ConcurrentHashTable,48,10000,0.0109141
ConcurrentQueue,48,20000,0.193405
LockCoupling,48,20000,0.278932
ConcurrentList,48,20000,0.139734
ConcurrentHashTable,48,20000,0.0197108
ConcurrentQueue,48,30000,0.291348
LockCoupling,48,30000,0.411321
ConcurrentList,48,30000,0.210031
ConcurrentHashTable,48,30000,0.02773
ConcurrentQueue,48,40000,0.389261
LockCoupling,48,40000,0.543896
ConcurrentList,48,40000,0.278464
ConcurrentHashTable,48,40000,0.0362961
ConcurrentQueue,48,50000,0.486766
LockCoupling,48,50000,0.676262
ConcurrentList,48,50000,0.348605
ConcurrentHashTable,48,50000,0.043349
ConcurrentQueue,48,60000,0.582723
LockCoupling,48,60000,0.811776
ConcurrentList,48,60000,0.418092
ConcurrentHashTable,48,60000,0.0514781
ConcurrentQueue,48,70000,0.683789
LockCoupling,48,70000,0.945881
ConcurrentList,48,70000,0.48674
ConcurrentHashTable,48,70000,0.0594389
ConcurrentQueue,48,80000,0.778229
LockCoupling,48,80000,1.0773
ConcurrentList,48,80000,0.556946
ConcurrentHashTable,48,80000,0.066937
ConcurrentQueue,48,90000,0.877616
LockCoupling,48,90000,1.20886
ConcurrentList,48,90000,0.625132
ConcurrentHashTable,48,90000,0.0750918
ConcurrentQueue,48,100000,0.981882
LockCoupling,48,100000,1.34359
ConcurrentList,48,100000,0.695212
ConcurrentHashTable,48,100000,0.0841439
ConcurrentQueue,48,110000,1.07703
LockCoupling,48,110000,1.47325
ConcurrentList,48,110000,0.767037
ConcurrentHashTable,48,110000,0.09531
ConcurrentQueue,48,120000,1.1747
LockCoupling,48,120000,1.61298
ConcurrentList,48,120000,0.834544
ConcurrentHashTable,48,120000,0.098738
ConcurrentQueue,48,130000,1.27212
LockCoupling,48,130000,1.74325
ConcurrentList,48,130000,0.904207
ConcurrentHashTable,48,130000,0.106088
ConcurrentQueue,48,140000,1.36781
LockCoupling,48,140000,1.87675
ConcurrentList,48,140000,0.972119
ConcurrentHashTable,48,140000,0.118076
ConcurrentQueue,48,150000,1.45898
LockCoupling,48,150000,2.00636
ConcurrentList,48,150000,1.04217
ConcurrentHashTable,48,150000,0.121839
ConcurrentQueue,48,160000,1.55559
LockCoupling,48,160000,2.14575
ConcurrentList,48,160000,1.11047
ConcurrentHashTable,48,160000,0.12914
ConcurrentQueue,48,170000,1.65113
LockCoupling,48,170000,2.27757
ConcurrentList,48,170000,1.18115
ConcurrentHashTable,48,170000,0.142101
ConcurrentQueue,48,180000,1.74867
LockCoupling,48,180000,2.41292
ConcurrentList,48,180000,1.25745
ConcurrentHashTable,48,180000,0.148307
ConcurrentQueue,48,190000,1.85038
LockCoupling,48,190000,2.54702
ConcurrentList,48,190000,1.31862
ConcurrentHashTable,48,190000,0.152814
ConcurrentQueue,48,200000,1.95185
LockCoupling,48,200000,2.68702
ConcurrentList,48,200000,1.38843
ConcurrentHashTable,48,200000,0.160677
ConcurrentQueue,48,210000,2.05029
LockCoupling,48,210000,2.81449
ConcurrentList,48,210000,1.46794
ConcurrentHashTable,48,210000,0.171437
ConcurrentQueue,48,220000,2.14779
LockCoupling,48,220000,2.94608
ConcurrentList,48,220000,1.5321
ConcurrentHashTable,48,220000,0.175865
ConcurrentQueue,48,230000,2.24332
LockCoupling,48,230000,3.07415
ConcurrentList,48,230000,1.60124
ConcurrentHashTable,48,230000,0.186658
ConcurrentQueue,48,240000,2.34292
LockCoupling,48,240000,3.20725
ConcurrentList,48,240000,1.66928
ConcurrentHashTable,48,240000,0.19726
ConcurrentQueue,48,250000,2.43903
LockCoupling,48,250000,3.77533
ConcurrentList,48,250000,1.73067
ConcurrentHashTable,48,250000,0.139816
ConcurrentQueue,48,260000,2.45794
LockCoupling,48,260000,3.47915
ConcurrentList,48,260000,1.7902
ConcurrentHashTable,48,260000,0.188278
ConcurrentQueue,48,270000,2.62439
LockCoupling,48,270000,3.61758
ConcurrentList,48,270000,1.86571
ConcurrentHashTable,48,270000,0.218785
ConcurrentQueue,48,280000,2.72244
LockCoupling,48,280000,3.74671
ConcurrentList,48,280000,1.93658
ConcurrentHashTable,48,280000,0.214257
ConcurrentQueue,48,290000,2.81802
LockCoupling,48,290000,3.89093
ConcurrentList,48,290000,2.00404
ConcurrentHashTable,48,290000,0.230394
ConcurrentQueue,48,300000,2.9085
LockCoupling,48,300000,4.02383
ConcurrentList,48,300000,2.07831
ConcurrentHashTable,48,300000,0.234962
ConcurrentQueue,48,310000,3.02131
LockCoupling,48,310000,4.14574
ConcurrentList,48,310000,2.1465
ConcurrentHashTable,48,310000,0.242529
ConcurrentQueue,48,320000,3.10417
LockCoupling,48,320000,4.28375
ConcurrentList,48,320000,2.21627
ConcurrentHashTable,48,320000,0.249748
ConcurrentQueue,48,330000,3.21076
LockCoupling,48,330000,5.09649
ConcurrentList,48,330000,2.29689
ConcurrentHashTable,48,330000,0.181389
ConcurrentQueue,48,340000,3.20644
LockCoupling,48,340000,5.02852
ConcurrentList,48,340000,2.36246
ConcurrentHashTable,48,340000,0.186071
ConcurrentQueue,48,350000,3.31144
LockCoupling,48,350000,5.14018
ConcurrentList,48,350000,2.42693
ConcurrentHashTable,48,350000,0.191313
ConcurrentQueue,48,360000,3.40403
LockCoupling,48,360000,5.25007
ConcurrentList,48,360000,2.50077
ConcurrentHashTable,48,360000,0.197104
ConcurrentQueue,48,370000,3.51693
LockCoupling,48,370000,5.40834
ConcurrentList,48,370000,2.56937
ConcurrentHashTable,48,370000,0.201206
ConcurrentQueue,48,380000,3.60074
LockCoupling,48,380000,5.47651
ConcurrentList,48,380000,2.63979
ConcurrentHashTable,48,380000,0.207413
ConcurrentQueue,48,390000,3.68498
LockCoupling,48,390000,5.61072
ConcurrentList,48,390000,2.69299
ConcurrentHashTable,48,390000,0.213835
ConcurrentQueue,48,400000,3.79655
LockCoupling,48,400000,5.90324
ConcurrentList,48,400000,2.77
ConcurrentHashTable,48,400000,0.217773
ConcurrentQueue,48,410000,3.87082
LockCoupling,48,410000,6.01554
ConcurrentList,48,410000,2.83633
ConcurrentHashTable,48,410000,0.221449
ConcurrentQueue,48,420000,3.97318
LockCoupling,48,420000,6.1901
ConcurrentList,48,420000,2.8895
ConcurrentHashTable,48,420000,0.230208
ConcurrentQueue,48,430000,4.07537
LockCoupling,48,430000,6.28688
ConcurrentList,48,430000,3.01227
ConcurrentHashTable,48,430000,0.240466
ConcurrentQueue,48,440000,4.18484
LockCoupling,48,440000,6.44228
ConcurrentList,48,440000,3.0813
ConcurrentHashTable,48,440000,0.248836
ConcurrentQueue,48,450000,4.30138
LockCoupling,48,450000,6.62423
ConcurrentList,48,450000,3.14138
ConcurrentHashTable,48,450000,0.249565
ConcurrentQueue,48,460000,4.36049
LockCoupling,48,460000,6.63495
ConcurrentList,48,460000,3.18789
ConcurrentHashTable,48,460000,0.248468
ConcurrentQueue,48,470000,4.44143
LockCoupling,48,470000,6.65198
ConcurrentList,48,470000,3.24049
ConcurrentHashTable,48,470000,0.253421
ConcurrentQueue,48,480000,4.53726
LockCoupling,48,480000,7.10831
ConcurrentList,48,480000,3.40375
ConcurrentHashTable,48,480000,0.260963
ConcurrentQueue,12,10000,0.0239038
LockCoupling,12,10000,0.0365
ConcurrentList,12,10000,0.0181198
ConcurrentHashTable,12,10000,0.00281
ConcurrentQueue,12,20000,0.0478241
LockCoupling,12,20000,0.069777
ConcurrentList,12,20000,0.0352221
ConcurrentHashTable,12,20000,0.0048492
ConcurrentQueue,12,30000,0.0717459
LockCoupling,12,30000,0.101954
ConcurrentList,12,30000,0.052778
ConcurrentHashTable,12,30000,0.00782084
ConcurrentQueue,12,40000,0.0962219
LockCoupling,12,40000,0.135366
ConcurrentList,12,40000,0.0702999
ConcurrentHashTable,12,40000,0.0113101
ConcurrentQueue,12,50000,0.121292
LockCoupling,12,50000,0.169054
ConcurrentList,12,50000,0.087882
ConcurrentHashTable,12,50000,0.0126209
ConcurrentQueue,12,60000,0.145167
LockCoupling,12,60000,0.201093
ConcurrentList,12,60000,0.104915
ConcurrentHashTable,12,60000,0.0149651
ConcurrentQueue,12,70000,0.16898
LockCoupling,12,70000,0.234564
ConcurrentList,12,70000,0.122686
ConcurrentHashTable,12,70000,0.018543
ConcurrentQueue,12,80000,0.193167
LockCoupling,12,80000,0.266822
ConcurrentList,12,80000,0.140429
ConcurrentHashTable,12,80000,0.020647
ConcurrentQueue,12,90000,0.216373
LockCoupling,12,90000,0.300057
ConcurrentList,12,90000,0.157479
ConcurrentHashTable,12,90000,0.021683
ConcurrentQueue,12,100000,0.24076
LockCoupling,12,100000,0.333017
ConcurrentList,12,100000,0.174572
ConcurrentHashTable,12,100000,0.0251789
ConcurrentQueue,12,110000,0.264914
LockCoupling,12,110000,0.36541
ConcurrentList,12,110000,0.191839
ConcurrentHashTable,12,110000,0.025192
ConcurrentQueue,12,120000,0.289559
LockCoupling,12,120000,0.399195
ConcurrentList,12,120000,0.209513
ConcurrentHashTable,12,120000,0.027739
ConcurrentQueue,48,10000,0.0965481
LockCoupling,48,10000,0.144005
ConcurrentList,48,10000,0.070513
ConcurrentHashTable,48,10000,0.010464
ConcurrentQueue,48,20000,0.194478
LockCoupling,48,20000,0.278255
ConcurrentList,48,20000,0.140075
ConcurrentHashTable,48,20000,0.0198548
ConcurrentQueue,48,30000,0.292075
LockCoupling,48,30000,0.409995
ConcurrentList,48,30000,0.210443
ConcurrentHashTable,48,30000,0.028589
ConcurrentQueue,48,40000,0.388788
LockCoupling,48,40000,0.546294
ConcurrentList,48,40000,0.278056
ConcurrentHashTable,48,40000,0.035573
ConcurrentQueue,48,50000,0.486321
LockCoupling,48,50000,0.677347
ConcurrentList,48,50000,0.348507
ConcurrentHashTable,48,50000,0.0427978
ConcurrentQueue,48,60000,0.582952
LockCoupling,48,60000,0.811582
ConcurrentList,48,60000,0.417802
ConcurrentHashTable,48,60000,0.0513041
ConcurrentQueue,48,70000,0.678703
LockCoupling,48,70000,0.943226
ConcurrentList,48,70000,0.487309
ConcurrentHashTable,48,70000,0.0600939
ConcurrentQueue,48,80000,0.778156
LockCoupling,48,80000,1.07791
ConcurrentList,48,80000,0.557473
ConcurrentHashTable,48,80000,0.0667908
ConcurrentQueue,48,90000,0.877663
LockCoupling,48,90000,1.20512
ConcurrentList,48,90000,0.625328
ConcurrentHashTable,48,90000,0.0755031
ConcurrentQueue,48,100000,0.981854
LockCoupling,48,100000,1.34411
ConcurrentList,48,100000,0.696571
ConcurrentHashTable,48,100000,0.0830369
ConcurrentQueue,48,110000,1.07463
LockCoupling,48,110000,1.47201
ConcurrentList,48,110000,0.766288
ConcurrentHashTable,48,110000,0.0904281
ConcurrentQueue,48,120000,1.17433
LockCoupling,48,120000,1.60447
ConcurrentList,48,120000,0.835613
ConcurrentHashTable,48,120000,0.099129
ConcurrentQueue,48,130000,1.26845
LockCoupling,48,130000,1.73861
ConcurrentList,48,130000,0.903731
ConcurrentHashTable,48,130000,0.106458
ConcurrentQueue,48,140000,1.37317
LockCoupling,48,140000,1.86969
ConcurrentList,48,140000,0.976259
ConcurrentHashTable,48,140000,0.114958
ConcurrentQueue,48,150000,1.45612
LockCoupling,48,150000,2.00498
ConcurrentList,48,150000,1.04112
ConcurrentHashTable,48,150000,0.122809
ConcurrentQueue,48,160000,1.55454
LockCoupling,48,160000,2.14163
ConcurrentList,48,160000,1.11115
ConcurrentHashTable,48,160000,0.128643
ConcurrentQueue,48,170000,1.65963
LockCoupling,48,170000,2.26948
ConcurrentList,48,170000,1.18177
ConcurrentHashTable,48,170000,0.13801
ConcurrentQueue,48,180000,1.75524
LockCoupling,48,180000,2.42176
ConcurrentList,48,180000,1.24956
ConcurrentHashTable,48,180000,0.146506
ConcurrentQueue,48,190000,1.84705
LockCoupling,48,190000,2.53605
ConcurrentList,48,190000,1.31887
ConcurrentHashTable,48,190000,0.154025
ConcurrentQueue,48,200000,1.95793
LockCoupling,48,200000,2.67839
ConcurrentList,48,200000,1.38958
ConcurrentHashTable,48,200000,0.160551
ConcurrentQueue,48,210000,2.05055
LockCoupling,48,210000,2.79758
ConcurrentList,48,210000,1.46407
ConcurrentHashTable,48,210000,0.169921
ConcurrentQueue,48,220000,2.14243
LockCoupling,48,220000,2.94307
ConcurrentList,48,220000,1.53185
ConcurrentHashTable,48,220000,0.177682
ConcurrentQueue,48,230000,2.23329
LockCoupling,48,230000,3.0706
ConcurrentList,48,230000,1.60135
ConcurrentHashTable,48,230000,0.184776
ConcurrentQueue,48,240000,2.34119
LockCoupling,48,240000,3.19511
ConcurrentList,48,240000,1.66886
ConcurrentHashTable,48,240000,0.191675
ConcurrentQueue,48,250000,2.43889
LockCoupling,48,250000,3.73854
ConcurrentList,48,250000,1.72778
ConcurrentHashTable,48,250000,0.138128
ConcurrentQueue,48,260000,2.46568
LockCoupling,48,260000,3.48246
ConcurrentList,48,260000,1.79926
ConcurrentHashTable,48,260000,0.188154
ConcurrentQueue,48,270000,2.62252
LockCoupling,48,270000,3.61693
ConcurrentList,48,270000,1.86086
ConcurrentHashTable,48,270000,0.217593
ConcurrentQueue,48,280000,2.71702
LockCoupling,48,280000,3.74153
ConcurrentList,48,280000,1.9381
ConcurrentHashTable,48,280000,0.212963
ConcurrentQueue,48,290000,2.81886
LockCoupling,48,290000,3.87541
ConcurrentList,48,290000,2.00656
ConcurrentHashTable,48,290000,0.227774
ConcurrentQueue,48,300000,2.90709
LockCoupling,48,300000,4.00702
ConcurrentList,48,300000,2.07638
ConcurrentHashTable,48,300000,0.235092
ConcurrentQueue,48,310000,3.01502
LockCoupling,48,310000,4.15112
ConcurrentList,48,310000,2.14175
ConcurrentHashTable,48,310000,0.240503
ConcurrentQueue,48,320000,3.10541
LockCoupling,48,320000,4.30295
ConcurrentList,48,320000,2.20994
ConcurrentHashTable,48,320000,0.253136
ConcurrentQueue,48,330000,3.21921
LockCoupling,48,330000,5.13062
ConcurrentList,48,330000,2.28975
ConcurrentHashTable,48,330000,0.186524
ConcurrentQueue,48,340000,3.21846
LockCoupling,48,340000,5.01254
ConcurrentList,48,340000,2.3635
ConcurrentHashTable,48,340000,0.185105
ConcurrentQueue,48,350000,3.31757
LockCoupling,48,350000,5.16274
ConcurrentList,48,350000,2.43602
ConcurrentHashTable,48,350000,0.190728
ConcurrentQueue,48,360000,3.42077
LockCoupling,48,360000,5.31437
ConcurrentList,48,360000,2.5018
ConcurrentHashTable,48,360000,0.196768
ConcurrentQueue,48,370000,3.50622
LockCoupling,48,370000,5.34198
ConcurrentList,48,370000,2.5822
ConcurrentHashTable,48,370000,0.202622
ConcurrentQueue,48,380000,3.60087
LockCoupling,48,380000,5.64205
ConcurrentList,48,380000,2.6455
ConcurrentHashTable,48,380000,0.206665
ConcurrentQueue,48,390000,3.69727
LockCoupling,48,390000,5.69236
ConcurrentList,48,390000,2.69815
ConcurrentHashTable,48,390000,0.214788
ConcurrentQueue,48,400000,3.79086
LockCoupling,48,400000,5.86336
ConcurrentList,48,400000,2.77414
ConcurrentHashTable,48,400000,0.217088
ConcurrentQueue,48,410000,3.88663
LockCoupling,48,410000,6.08579
ConcurrentList,48,410000,2.82249
ConcurrentHashTable,48,410000,0.223198
ConcurrentQueue,48,420000,3.98341
LockCoupling,48,420000,6.10307
ConcurrentList,48,420000,2.94788
ConcurrentHashTable,48,420000,0.232061
ConcurrentQueue,48,430000,4.10056
LockCoupling,48,430000,6.26755
ConcurrentList,48,430000,3.01575
ConcurrentHashTable,48,430000,0.23472
ConcurrentQueue,48,440000,4.20737
LockCoupling,48,440000,6.331
ConcurrentList,48,440000,3.05716
ConcurrentHashTable,48,440000,0.247203
ConcurrentQueue,48,450000,4.2864
LockCoupling,48,450000,6.47934
ConcurrentList,48,450000,3.10985
ConcurrentHashTable,48,450000,0.248221
ConcurrentQueue,48,460000,4.35258
LockCoupling,48,460000,6.76906
ConcurrentList,48,460000,3.20289
ConcurrentHashTable,48,460000,0.25165
ConcurrentQueue,48,470000,4.44843
LockCoupling,48,470000,6.93821
ConcurrentList,48,470000,3.22684
ConcurrentHashTable,48,470000,0.254923
ConcurrentQueue,48,480000,4.54232
LockCoupling,48,480000,7.07811
ConcurrentList,48,480000,3.40582
ConcurrentHashTable,48,480000,0.262096
