type, threadCount, insertCount, time, threshold
ApproximateCounter,12,12000000,0.420523,2097152
ApproximateCounter,6,6000000,0.32061,2097152
ApproximateCounter,48,48000000,0.825647,4194304
ApproximateCounter,24,24000000,0.574037,4194304
ApproximateCounter,12,12000000,0.428092,4194304
ApproximateCounter,6,6000000,0.327458,4194304
ApproximateCounter,48,48000000,0.848633,8388608
ApproximateCounter,24,24000000,0.583927,8388608
ApproximateCounter,12,12000000,0.436182,8388608
ApproximateCounter,6,6000000,0.320816,8388608
ApproximateCounter,48,48000000,0.847767,16777216
ApproximateCounter,24,24000000,0.597665,16777216
ApproximateCounter,12,12000000,0.430653,16777216
ApproximateCounter,6,6000000,0.304386,16777216
ApproximateCounter,48,48000000,0.839737,33554432
ApproximateCounter,24,24000000,0.572966,33554432
ApproximateCounter,12,12000000,0.416515,33554432
ApproximateCounter,6,6000000,0.311801,33554432
ApproximateCounter,48,48000000,0.822277,67108864
ApproximateCounter,24,24000000,0.586547,67108864
ApproximateCounter,12,12000000,0.410181,67108864
ApproximateCounter,6,6000000,0.32101,67108864
ApproximateCounter,48,48000000,0.850847,134217728
ApproximateCounter,24,24000000,0.571884,134217728
ApproximateCounter,12,12000000,0.423935,134217728
ApproximateCounter,6,6000000,0.305269,134217728
ApproximateCounter,48,48000000,0.833252,268435456
ApproximateCounter,24,24000000,0.585145,268435456
ApproximateCounter,12,12000000,0.419697,268435456
ApproximateCounter,6,6000000,0.313808,268435456
ApproximateCounter,48,48000000,0.839716,536870912
ApproximateCounter,24,24000000,0.608936,536870912
ApproximateCounter,12,12000000,0.424208,536870912
ApproximateCounter,6,6000000,0.318338,536870912
ApproximateCounter,48,48000000,0.874193,1073741824
ApproximateCounter,24,24000000,0.610895,1073741824
ApproximateCounter,12,12000000,0.418753,1073741824
ApproximateCounter,6,6000000,0.303693,1073741824
ApproximateCounter,48,48000000,7.09166,1
ApproximateCounter,24,24000000,3.64383,1
ApproximateCounter,12,12000000,1.86968,1
ApproximateCounter,6,6000000,0.774713,1
ApproximateCounter,48,48000000,4.4155,2
ApproximateCounter,24,24000000,2.32626,2
ApproximateCounter,12,12000000,1.22599,2
ApproximateCounter,6,6000000,0.535464,2
ApproximateCounter,48,48000000,2.82633,4
ApproximateCounter,24,24000000,1.52461,4
ApproximateCounter,12,12000000,0.805318,4
ApproximateCounter,6,6000000,0.403411,4
ApproximateCounter,48,48000000,1.75888,8
ApproximateCounter,24,24000000,0.985096,8
ApproximateCounter,12,12000000,0.552219,8
ApproximateCounter,6,6000000,0.348782,8
ApproximateCounter,48,48000000,1.21081,16
ApproximateCounter,24,24000000,0.711387,16
ApproximateCounter,12,12000000,0.443797,16
ApproximateCounter,6,6000000,0.330176,16
ApproximateCounter,48,48000000,1.04483,32
ApproximateCounter,24,24000000,0.63358,32
ApproximateCounter,12,12000000,0.451984,32
ApproximateCounter,6,6000000,0.318699,32
ApproximateCounter,48,48000000,1.01346,64
ApproximateCounter,24,24000000,0.61504,64
ApproximateCounter,12,12000000,0.428432,64
ApproximateCounter,6,6000000,0.324906,64
ApproximateCounter,48,48000000,0.940718,128
ApproximateCounter,24,24000000,0.589881,128
ApproximateCounter,12,12000000,0.431548,128
ApproximateCounter,6,6000000,0.314154,128
ApproximateCounter,48,48000000,0.927808,256
ApproximateCounter,24,24000000,0.593305,256
ApproximateCounter,12,12000000,0.393404,256
ApproximateCounter,6,6000000,0.320128,256
ApproximateCounter,48,48000000,0.901813,512
ApproximateCounter,24,24000000,0.60351,512
ApproximateCounter,12,12000000,0.440665,512
ApproximateCounter,6,6000000,0.318112,512
ApproximateCounter,48,48000000,0.864814,1024
ApproximateCounter,24,24000000,0.597708,1024
ApproximateCounter,12,12000000,0.42138,1024
ApproximateCounter,6,6000000,0.315271,1024
ApproximateCounter,48,48000000,0.850599,2048
ApproximateCounter,24,24000000,0.607471,2048
ApproximateCounter,12,12000000,0.416125,2048
ApproximateCounter,6,6000000,0.301107,2048
ApproximateCounter,48,48000000,0.825066,4096
ApproximateCounter,24,24000000,0.613204,4096
ApproximateCounter,12,12000000,0.428726,4096
ApproximateCounter,6,6000000,0.319625,4096
ApproximateCounter,48,48000000,0.859118,8192
ApproximateCounter,24,24000000,0.596755,8192
ApproximateCounter,12,12000000,0.411146,8192
ApproximateCounter,6,6000000,0.324024,8192
ApproximateCounter,48,48000000,0.876389,16384
ApproximateCounter,24,24000000,0.594051,16384
ApproximateCounter,12,12000000,0.432799,16384
ApproximateCounter,6,6000000,0.317685,16384
ApproximateCounter,48,48000000,0.832259,32768
ApproximateCounter,24,24000000,0.58315,32768
ApproximateCounter,12,12000000,0.402608,32768
ApproximateCounter,6,6000000,0.320861,32768
ApproximateCounter,48,48000000,0.822118,65536
ApproximateCounter,24,24000000,0.591165,65536
ApproximateCounter,12,12000000,0.412058,65536
ApproximateCounter,6,6000000,0.318838,65536
ApproximateCounter,48,48000000,0.849626,131072
ApproximateCounter,24,24000000,0.57697,131072
ApproximateCounter,12,12000000,0.429463,131072
ApproximateCounter,6,6000000,0.300786,131072
ApproximateCounter,48,48000000,0.836685,262144
ApproximateCounter,24,24000000,0.613996,262144
ApproximateCounter,12,12000000,0.414796,262144
ApproximateCounter,6,6000000,0.302527,262144
ApproximateCounter,48,48000000,0.82331,524288
ApproximateCounter,24,24000000,0.610047,524288
ApproximateCounter,12,12000000,0.42951,524288
ApproximateCounter,6,6000000,0.325266,524288
ApproximateCounter,48,48000000,0.851633,1048576
ApproximateCounter,24,24000000,0.562582,1048576
ApproximateCounter,12,12000000,0.425566,1048576
ApproximateCounter,6,6000000,0.283107,1048576
ApproximateCounter,48,48000000,0.841464,2097152
ApproximateCounter,24,24000000,0.620397,2097152
ApproximateCounter,12,12000000,0.43193,2097152
ApproximateCounter,6,6000000,0.316405,2097152
ApproximateCounter,48,48000000,0.817589,4194304
ApproximateCounter,24,24000000,0.586187,4194304
ApproximateCounter,12,12000000,0.417932,4194304
ApproximateCounter,6,6000000,0.316567,4194304
ApproximateCounter,48,48000000,0.825243,8388608
ApproximateCounter,24,24000000,0.611894,8388608
ApproximateCounter,12,12000000,0.41696,8388608
ApproximateCounter,6,6000000,0.318176,8388608
ApproximateCounter,48,48000000,0.815319,16777216
ApproximateCounter,24,24000000,0.591788,16777216
ApproximateCounter,12,12000000,0.396546,16777216
ApproximateCounter,6,6000000,0.320118,16777216
ApproximateCounter,48,48000000,0.823778,33554432
ApproximateCounter,24,24000000,0.596191,33554432
ApproximateCounter,12,12000000,0.417659,33554432
ApproximateCounter,6,6000000,0.320674,33554432
ApproximateCounter,48,48000000,0.842844,67108864
ApproximateCounter,24,24000000,0.62234,67108864
ApproximateCounter,12,12000000,0.429849,67108864
ApproximateCounter,6,6000000,0.306626,67108864
ApproximateCounter,48,48000000,0.855364,134217728
ApproximateCounter,24,24000000,0.598081,134217728
ApproximateCounter,12,12000000,0.41339,134217728
ApproximateCounter,6,6000000,0.321524,134217728
ApproximateCounter,48,48000000,0.863528,268435456
ApproximateCounter,24,24000000,0.603732,268435456
ApproximateCounter,12,12000000,0.427084,268435456
ApproximateCounter,6,6000000,0.317045,268435456
ApproximateCounter,48,48000000,0.884729,536870912
ApproximateCounter,24,24000000,0.582992,536870912
ApproximateCounter,12,12000000,0.38777,536870912
ApproximateCounter,6,6000000,0.321035,536870912
ApproximateCounter,48,48000000,0.824112,1073741824
ApproximateCounter,24,24000000,0.583393,1073741824
ApproximateCounter,12,12000000,0.431631,1073741824
ApproximateCounter,6,6000000,0.309095,1073741824
ApproximateCounter,48,48000000,7.09871,1
ApproximateCounter,24,24000000,3.64815,1
ApproximateCounter,12,12000000,1.86838,1
ApproximateCounter,6,6000000,0.783641,1
ApproximateCounter,48,48000000,4.41678,2
ApproximateCounter,24,24000000,2.3257,2
ApproximateCounter,12,12000000,1.22577,2
ApproximateCounter,6,6000000,0.530849,2
ApproximateCounter,48,48000000,2.81969,4
ApproximateCounter,24,24000000,1.52967,4
ApproximateCounter,12,12000000,0.811335,4
ApproximateCounter,6,6000000,0.393692,4
ApproximateCounter,48,48000000,1.75976,8
ApproximateCounter,24,24000000,0.987723,8
ApproximateCounter,12,12000000,0.537895,8
ApproximateCounter,6,6000000,0.313475,8
ApproximateCounter,48,48000000,1.2103,16
ApproximateCounter,24,24000000,0.718978,16
ApproximateCounter,12,12000000,0.449231,16
ApproximateCounter,6,6000000,0.328425,16
ApproximateCounter,48,48000000,1.0429,32
ApproximateCounter,24,24000000,0.64169,32
ApproximateCounter,12,12000000,0.449451,32
ApproximateCounter,6,6000000,0.336347,32
ApproximateCounter,48,48000000,0.928822,64
ApproximateCounter,24,24000000,0.609305,64
ApproximateCounter,12,12000000,0.419968,64
ApproximateCounter,6,6000000,0.315883,64
ApproximateCounter,48,48000000,0.918508,128
ApproximateCounter,24,24000000,0.598371,128
ApproximateCounter,12,12000000,0.411678,128
ApproximateCounter,6,6000000,0.328556,128
ApproximateCounter,48,48000000,0.874491,256
ApproximateCounter,24,24000000,0.601058,256
ApproximateCounter,12,12000000,0.432027,256
ApproximateCounter,6,6000000,0.317464,256
ApproximateCounter,48,48000000,0.827981,512
ApproximateCounter,24,24000000,0.592386,512
ApproximateCounter,12,12000000,0.438992,512
ApproximateCounter,6,6000000,0.314348,512
ApproximateCounter,48,48000000,0.894782,1024
ApproximateCounter,24,24000000,0.632175,1024
ApproximateCounter,12,12000000,0.42877,1024
ApproximateCounter,6,6000000,0.307133,1024
ApproximateCounter,48,48000000,0.839152,2048
ApproximateCounter,24,24000000,0.595628,2048
ApproximateCounter,12,12000000,0.40328,2048
ApproximateCounter,6,6000000,0.322043,2048
ApproximateCounter,48,48000000,0.909163,4096
ApproximateCounter,24,24000000,0.610489,4096
ApproximateCounter,12,12000000,0.430787,4096
ApproximateCounter,6,6000000,0.292602,4096
ApproximateCounter,48,48000000,0.86554,8192
ApproximateCounter,24,24000000,0.572857,8192
ApproximateCounter,12,12000000,0.419207,8192
ApproximateCounter,6,6000000,0.318683,8192
ApproximateCounter,48,48000000,0.878003,16384
ApproximateCounter,24,24000000,0.614042,16384
ApproximateCounter,12,12000000,0.435537,16384
ApproximateCounter,6,6000000,0.312414,16384
ApproximateCounter,48,48000000,0.902608,32768
ApproximateCounter,24,24000000,0.589365,32768
ApproximateCounter,12,12000000,0.415454,32768
ApproximateCounter,6,6000000,0.312032,32768
ApproximateCounter,48,48000000,0.890403,65536
ApproximateCounter,24,24000000,0.590929,65536
ApproximateCounter,12,12000000,0.414687,65536
ApproximateCounter,6,6000000,0.299645,65536
ApproximateCounter,48,48000000,0.899499,131072
ApproximateCounter,24,24000000,0.59585,131072
ApproximateCounter,12,12000000,0.39311,131072
ApproximateCounter,6,6000000,0.321983,131072
ApproximateCounter,48,48000000,0.841378,262144
ApproximateCounter,24,24000000,0.59217,262144
ApproximateCounter,12,12000000,0.418115,262144
ApproximateCounter,6,6000000,0.322009,262144
ApproximateCounter,48,48000000,0.817935,524288
ApproximateCounter,24,24000000,0.588081,524288
ApproximateCounter,12,12000000,0.421506,524288
ApproximateCounter,6,6000000,0.292365,524288
ApproximateCounter,48,48000000,0.913603,1048576
ApproximateCounter,24,24000000,0.598196,1048576
ApproximateCounter,12,12000000,0.407714,1048576
ApproximateCounter,6,6000000,0.321598,1048576
ApproximateCounter,48,48000000,0.859508,2097152
ApproximateCounter,24,24000000,0.586867,2097152
ApproximateCounter,12,12000000,0.418852,2097152
ApproximateCounter,6,6000000,0.312659,2097152
ApproximateCounter,48,48000000,0.839598,4194304
ApproximateCounter,24,24000000,0.589836,4194304
ApproximateCounter,12,12000000,0.392356,4194304
ApproximateCounter,6,6000000,0.320906,4194304
ApproximateCounter,48,48000000,0.855685,8388608
ApproximateCounter,24,24000000,0.572329,8388608
ApproximateCounter,12,12000000,0.392278,8388608
ApproximateCounter,6,6000000,0.296156,8388608
ApproximateCounter,48,48000000,0.900266,16777216
ApproximateCounter,24,24000000,0.593109,16777216
ApproximateCounter,12,12000000,0.415018,16777216
ApproximateCounter,6,6000000,0.321423,16777216
ApproximateCounter,48,48000000,0.899627,33554432
ApproximateCounter,24,24000000,0.636918,33554432
ApproximateCounter,12,12000000,0.385671,33554432
ApproximateCounter,6,6000000,0.316845,33554432
ApproximateCounter,48,48000000,0.944458,67108864
ApproximateCounter,24,24000000,0.597689,67108864
ApproximateCounter,12,12000000,0.38716,67108864
ApproximateCounter,6,6000000,0.318943,67108864
ApproximateCounter,48,48000000,0.860858,134217728
ApproximateCounter,24,24000000,0.599557,134217728
ApproximateCounter,12,12000000,0.423465,134217728
ApproximateCounter,6,6000000,0.318507,134217728
ApproximateCounter,48,48000000,0.826973,268435456
ApproximateCounter,24,24000000,0.544447,268435456
ApproximateCounter,12,12000000,0.423458,268435456
ApproximateCounter,6,6000000,0.311615,268435456
ApproximateCounter,48,48000000,0.840335,536870912
ApproximateCounter,24,24000000,0.594807,536870912
ApproximateCounter,12,12000000,0.409672,536870912
ApproximateCounter,6,6000000,0.32501,536870912
ApproximateCounter,48,48000000,0.83996,1073741824
ApproximateCounter,24,24000000,0.581908,1073741824
ApproximateCounter,12,12000000,0.425551,1073741824
ApproximateCounter,6,6000000,0.32455,1073741824
ApproximateCounter,48,48000000,7.09204,1
ApproximateCounter,24,24000000,3.638,1
ApproximateCounter,12,12000000,1.86809,1
ApproximateCounter,6,6000000,0.783224,1
ApproximateCounter,48,48000000,4.42245,2
ApproximateCounter,24,24000000,2.32193,2
ApproximateCounter,12,12000000,1.21901,2
ApproximateCounter,6,6000000,0.534546,2
ApproximateCounter,48,48000000,2.81763,4
ApproximateCounter,24,24000000,1.52573,4
ApproximateCounter,12,12000000,0.816168,4
ApproximateCounter,6,6000000,0.401314,4
ApproximateCounter,48,48000000,1.75797,8
ApproximateCounter,24,24000000,0.983338,8
ApproximateCounter,12,12000000,0.556904,8
ApproximateCounter,6,6000000,0.355389,8
ApproximateCounter,48,48000000,1.213,16
ApproximateCounter,24,24000000,0.716789,16
ApproximateCounter,12,12000000,0.461394,16
ApproximateCounter,6,6000000,0.326173,16
ApproximateCounter,48,48000000,1.04552,32
ApproximateCounter,24,24000000,0.636972,32
ApproximateCounter,12,12000000,0.426427,32
ApproximateCounter,6,6000000,0.327627,32
ApproximateCounter,48,48000000,0.982054,64
ApproximateCounter,24,24000000,0.61072,64
ApproximateCounter,12,12000000,0.431302,64
ApproximateCounter,6,6000000,0.312982,64
ApproximateCounter,48,48000000,0.975956,128
ApproximateCounter,24,24000000,0.607859,128
ApproximateCounter,12,12000000,0.421026,128
ApproximateCounter,6,6000000,0.305228,128
ApproximateCounter,48,48000000,0.848894,256
ApproximateCounter,24,24000000,0.584579,256
ApproximateCounter,12,12000000,0.408594,256
ApproximateCounter,6,6000000,0.32529,256
ApproximateCounter,48,48000000,0.893999,512
ApproximateCounter,24,24000000,0.586511,512
ApproximateCounter,12,12000000,0.438697,512
ApproximateCounter,6,6000000,0.318268,512
ApproximateCounter,48,48000000,0.867502,1024
ApproximateCounter,24,24000000,0.557377,1024
ApproximateCounter,12,12000000,0.392474,1024
ApproximateCounter,6,6000000,0.316211,1024
ApproximateCounter,48,48000000,0.864909,2048
ApproximateCounter,24,24000000,0.575685,2048
ApproximateCounter,12,12000000,0.410376,2048
ApproximateCounter,6,6000000,0.316192,2048
ApproximateCounter,48,48000000,0.84948,4096
ApproximateCounter,24,24000000,0.629035,4096
ApproximateCounter,12,12000000,0.417988,4096
ApproximateCounter,6,6000000,0.323083,4096
ApproximateCounter,48,48000000,0.837649,8192
ApproximateCounter,24,24000000,0.589323,8192
ApproximateCounter,12,12000000,0.429531,8192
ApproximateCounter,6,6000000,0.316578,8192
ApproximateCounter,48,48000000,0.827816,16384
ApproximateCounter,24,24000000,0.568049,16384
ApproximateCounter,12,12000000,0.421606,16384
ApproximateCounter,6,6000000,0.287248,16384
ApproximateCounter,48,48000000,0.838803,32768
ApproximateCounter,24,24000000,0.600159,32768
ApproximateCounter,12,12000000,0.429057,32768
ApproximateCounter,6,6000000,0.295506,32768
ApproximateCounter,48,48000000,0.853524,65536
ApproximateCounter,24,24000000,0.609603,65536
ApproximateCounter,12,12000000,0.411966,65536
ApproximateCounter,6,6000000,0.321363,65536
ApproximateCounter,48,48000000,0.800436,131072
ApproximateCounter,24,24000000,0.560916,131072
ApproximateCounter,12,12000000,0.437207,131072
ApproximateCounter,6,6000000,0.30356,131072
ApproximateCounter,48,48000000,0.853705,262144
ApproximateCounter,24,24000000,0.583946,262144
ApproximateCounter,12,12000000,0.436314,262144
ApproximateCounter,6,6000000,0.321381,262144
ApproximateCounter,48,48000000,0.871252,524288
ApproximateCounter,24,24000000,0.612996,524288
ApproximateCounter,12,12000000,0.428539,524288
ApproximateCounter,6,6000000,0.318313,524288
ApproximateCounter,48,48000000,0.860767,1048576
ApproximateCounter,24,24000000,0.584997,1048576
ApproximateCounter,12,12000000,0.437178,1048576
ApproximateCounter,6,6000000,0.312563,1048576
ApproximateCounter,48,48000000,0.83739,2097152
ApproximateCounter,24,24000000,0.58058,2097152
ApproximateCounter,12,12000000,0.424409,2097152
ApproximateCounter,6,6000000,0.309813,2097152
ApproximateCounter,48,48000000,0.852925,4194304
ApproximateCounter,24,24000000,0.599407,4194304
ApproximateCounter,12,12000000,0.404357,4194304
ApproximateCounter,6,6000000,0.312186,4194304
ApproximateCounter,48,48000000,0.848147,8388608
ApproximateCounter,24,24000000,0.594287,8388608
ApproximateCounter,12,12000000,0.422716,8388608
ApproximateCounter,6,6000000,0.318539,8388608
ApproximateCounter,48,48000000,0.837588,16777216
ApproximateCounter,24,24000000,0.58754,16777216
ApproximateCounter,12,12000000,0.418838,16777216
ApproximateCounter,6,6000000,0.332349,16777216
ApproximateCounter,48,48000000,0.872594,33554432
ApproximateCounter,24,24000000,0.590031,33554432
ApproximateCounter,12,12000000,0.428459,33554432
ApproximateCounter,6,6000000,0.319516,33554432
ApproximateCounter,48,48000000,0.842578,67108864
ApproximateCounter,24,24000000,0.629953,67108864
ApproximateCounter,12,12000000,0.426923,67108864
ApproximateCounter,6,6000000,0.31946,67108864
ApproximateCounter,48,48000000,0.852212,134217728
ApproximateCounter,24,24000000,0.611135,134217728
ApproximateCounter,12,12000000,0.421413,134217728
ApproximateCounter,6,6000000,0.324869,134217728
ApproximateCounter,48,48000000,0.828455,268435456
ApproximateCounter,24,24000000,0.592871,268435456
ApproximateCounter,12,12000000,0.434923,268435456
ApproximateCounter,6,6000000,0.320596,268435456
ApproximateCounter,48,48000000,0.841008,536870912
ApproximateCounter,24,24000000,0.644083,536870912
ApproximateCounter,12,12000000,0.435687,536870912
ApproximateCounter,6,6000000,0.318898,536870912
ApproximateCounter,48,48000000,0.822435,1073741824
ApproximateCounter,24,24000000,0.601453,1073741824
ApproximateCounter,12,12000000,0.414322,1073741824
ApproximateCounter,6,6000000,0.312635,1073741824
ApproximateCounter,48,48000000,7.09076,1
ApproximateCounter,24,24000000,3.64631,1
ApproximateCounter,12,12000000,1.86965,1
ApproximateCounter,6,6000000,0.783836,1
ApproximateCounter,48,48000000,4.42014,2
ApproximateCounter,24,24000000,2.3291,2
ApproximateCounter,12,12000000,1.22273,2
ApproximateCounter,6,6000000,0.534676,2
ApproximateCounter,48,48000000,2.81881,4
ApproximateCounter,24,24000000,1.52343,4
ApproximateCounter,12,12000000,0.811065,4
ApproximateCounter,6,6000000,0.402477,4
ApproximateCounter,48,48000000,1.75659,8
ApproximateCounter,24,24000000,0.985129,8
ApproximateCounter,12,12000000,0.542178,8
ApproximateCounter,6,6000000,0.344998,8
ApproximateCounter,48,48000000,1.21556,16
ApproximateCounter,24,24000000,0.722056,16
ApproximateCounter,12,12000000,0.448078,16
ApproximateCounter,6,6000000,0.333929,16
ApproximateCounter,48,48000000,1.06284,32
ApproximateCounter,24,24000000,0.64835,32
ApproximateCounter,12,12000000,0.401031,32
ApproximateCounter,6,6000000,0.330289,32
ApproximateCounter,48,48000000,0.973095,64
ApproximateCounter,24,24000000,0.616845,64
ApproximateCounter,12,12000000,0.432546,64
ApproximateCounter,6,6000000,0.321369,64
ApproximateCounter,48,48000000,0.951922,128
ApproximateCounter,24,24000000,0.592644,128
ApproximateCounter,12,12000000,0.415378,128
ApproximateCounter,6,6000000,0.312144,128
ApproximateCounter,48,48000000,0.901024,256
ApproximateCounter,24,24000000,0.592515,256
ApproximateCounter,12,12000000,0.425326,256
ApproximateCounter,6,6000000,0.311877,256
ApproximateCounter,48,48000000,0.864262,512
ApproximateCounter,24,24000000,0.579316,512
ApproximateCounter,12,12000000,0.432975,512
ApproximateCounter,6,6000000,0.3302,512
ApproximateCounter,48,48000000,0.826065,1024
ApproximateCounter,24,24000000,0.562269,1024
ApproximateCounter,12,12000000,0.433071,1024
ApproximateCounter,6,6000000,0.317873,1024
ApproximateCounter,48,48000000,0.888621,2048
ApproximateCounter,24,24000000,0.594716,2048
ApproximateCounter,12,12000000,0.42639,2048
ApproximateCounter,6,6000000,0.316807,2048
ApproximateCounter,48,48000000,0.894479,4096
ApproximateCounter,24,24000000,0.570046,4096
ApproximateCounter,12,12000000,0.419203,4096
ApproximateCounter,6,6000000,0.307422,4096
ApproximateCounter,48,48000000,0.835996,8192
ApproximateCounter,24,24000000,0.581521,8192
ApproximateCounter,12,12000000,0.425307,8192
ApproximateCounter,6,6000000,0.316084,8192
ApproximateCounter,48,48000000,0.868816,16384
ApproximateCounter,24,24000000,0.576577,16384
ApproximateCounter,12,12000000,0.430127,16384
ApproximateCounter,6,6000000,0.322207,16384
ApproximateCounter,48,48000000,0.851335,32768
ApproximateCounter,24,24000000,0.563865,32768
ApproximateCounter,12,12000000,0.402463,32768
ApproximateCounter,6,6000000,0.32013,32768
ApproximateCounter,48,48000000,0.843669,65536
ApproximateCounter,24,24000000,0.591142,65536
ApproximateCounter,12,12000000,0.424236,65536
ApproximateCounter,6,6000000,0.308026,65536
ApproximateCounter,48,48000000,0.858822,131072
ApproximateCounter,24,24000000,0.57647,131072
ApproximateCounter,12,12000000,0.440103,131072
ApproximateCounter,6,6000000,0.312834,131072
ApproximateCounter,48,48000000,0.852306,262144
ApproximateCounter,24,24000000,0.596465,262144
ApproximateCounter,12,12000000,0.433258,262144
ApproximateCounter,6,6000000,0.320244,262144
ApproximateCounter,48,48000000,0.804922,524288
ApproximateCounter,24,24000000,0.581364,524288
ApproximateCounter,12,12000000,0.426741,524288
ApproximateCounter,6,6000000,0.32227,524288
ApproximateCounter,48,48000000,0.869245,1048576
ApproximateCounter,24,24000000,0.612252,1048576
ApproximateCounter,12,12000000,0.425853,1048576
ApproximateCounter,6,6000000,0.320756,1048576
ApproximateCounter,48,48000000,0.842911,2097152
ApproximateCounter,24,24000000,0.624494,2097152
ApproximateCounter,12,12000000,0.410501,2097152
ApproximateCounter,6,6000000,0.312333,2097152
ApproximateCounter,48,48000000,0.87266,4194304
ApproximateCounter,24,24000000,0.581492,4194304
ApproximateCounter,12,12000000,0.432284,4194304
ApproximateCounter,6,6000000,0.328514,4194304
ApproximateCounter,48,48000000,0.833567,8388608
ApproximateCounter,24,24000000,0.577994,8388608
ApproximateCounter,12,12000000,0.413775,8388608
ApproximateCounter,6,6000000,0.307518,8388608
ApproximateCounter,48,48000000,0.858103,16777216
ApproximateCounter,24,24000000,0.600154,16777216
ApproximateCounter,12,12000000,0.43075,16777216
ApproximateCounter,6,6000000,0.297756,16777216
ApproximateCounter,48,48000000,0.865065,33554432
ApproximateCounter,24,24000000,0.60407,33554432
ApproximateCounter,12,12000000,0.420017,33554432
ApproximateCounter,6,6000000,0.306821,33554432
ApproximateCounter,48,48000000,0.893388,67108864
ApproximateCounter,24,24000000,0.611808,67108864
ApproximateCounter,12,12000000,0.428295,67108864
ApproximateCounter,6,6000000,0.310352,67108864
ApproximateCounter,48,48000000,0.819627,134217728
ApproximateCounter,24,24000000,0.580072,134217728
