type,threadCount,insertCount,time,treshold
ApproximateCounter,48,48000000,4.41422,2
ApproximateCounter,48,48000000,2.77773,4
ApproximateCounter,48,48000000,1.70665,8
ApproximateCounter,48,48000000,1.11291,16
ApproximateCounter,48,48000000,0.952761,32
ApproximateCounter,48,48000000,0.924359,64
ApproximateCounter,48,48000000,0.849975,128
ApproximateCounter,48,48000000,0.737559,256
ApproximateCounter,48,48000000,0.720726,512
ApproximateCounter,48,48000000,0.719428,1024
ApproximateCounter,48,48000000,0.709704,2048
ApproximateCounter,48,48000000,0.707811,4096
ApproximateCounter,48,48000000,0.741069,8192
ApproximateCounter,48,48000000,0.74513,16384
ApproximateCounter,48,48000000,0.758119,32768
ApproximateCounter,48,48000000,0.730361,65536
ApproximateCounter,48,48000000,0.711641,131072
ApproximateCounter,48,48000000,0.707319,262144
ApproximateCounter,48,48000000,0.738426,524288
ApproximateCounter,48,48000000,0.760147,1048576
ApproximateCounter,48,48000000,0.757581,2097152
ApproximateCounter,48,48000000,0.764817,4194304
ApproximateCounter,48,48000000,0.750836,8388608
ApproximateCounter,48,48000000,0.703994,16777216
ApproximateCounter,48,48000000,0.720297,33554432
ApproximateCounter,48,48000000,0.682305,67108864
ApproximateCounter,48,48000000,0.694849,134217728
ApproximateCounter,48,48000000,0.705466,268435456
ApproximateCounter,48,48000000,0.692367,536870912
ApproximateCounter,48,48000000,0.686044,1073741824
ConcurrentQueue,48,1000000,0.421097,0
ConcurrentQueue,48,2000000,0.372513,0
ConcurrentQueue,48,3000000,0.543554,0
ConcurrentQueue,48,4000000,0.720114,0
ConcurrentQueue,48,5000000,0.902127,0
ConcurrentQueue,48,6000000,1.08046,0
ConcurrentQueue,48,7000000,1.25133,0
ConcurrentQueue,48,8000000,1.42318,0
ConcurrentQueue,48,9000000,1.58953,0
ConcurrentQueue,48,10000000,1.76709,0
ConcurrentQueue,48,11000000,1.94245,0
ConcurrentQueue,48,12000000,2.14289,0
ConcurrentQueue,48,13000000,2.29788,0
ConcurrentQueue,48,14000000,2.47478,0
ConcurrentQueue,48,15000000,2.61626,0
ConcurrentQueue,48,16000000,2.80867,0
ConcurrentQueue,48,17000000,3.00931,0
ConcurrentQueue,48,18000000,3.17598,0
ConcurrentQueue,48,19000000,3.362,0
ConcurrentQueue,48,20000000,3.52094,0
ConcurrentQueue,48,21000000,3.66073,0
ConcurrentQueue,48,22000000,3.85587,0
ConcurrentQueue,48,23000000,4.03988,0
ConcurrentQueue,48,24000000,4.24393,0
ConcurrentQueue,48,25000000,4.38448,0
ConcurrentQueue,48,26000000,4.57642,0
ConcurrentQueue,48,27000000,4.69468,0
ConcurrentQueue,48,28000000,4.90668,0
ConcurrentQueue,48,29000000,5.08825,0
ConcurrentQueue,48,30000000,5.3016,0
ConcurrentQueue,48,31000000,5.4455,0
ConcurrentQueue,48,32000000,5.62502,0
ConcurrentQueue,48,33000000,5.74346,0
ConcurrentQueue,48,34000000,5.94117,0
ConcurrentQueue,48,35000000,6.12988,0
ConcurrentQueue,48,36000000,6.33826,0
ConcurrentQueue,48,37000000,6.60221,0
ConcurrentQueue,48,38000000,6.67843,0
ConcurrentQueue,48,39000000,6.77365,0
ConcurrentQueue,48,40000000,6.98058,0
ConcurrentQueue,48,41000000,7.24049,0
ConcurrentQueue,48,42000000,7.39041,0
ConcurrentQueue,48,43000000,7.54572,0
ConcurrentQueue,48,44000000,7.707,0
ConcurrentQueue,48,45000000,7.82889,0
ConcurrentQueue,48,46000000,8.03918,0
ConcurrentQueue,48,47000000,8.27442,0
ConcurrentQueue,48,48000000,8.45921,0
ConcurrentHashTable,48,1000000,0.012758,0
ConcurrentHashTable,48,2000000,0.0271361,0
ConcurrentHashTable,48,3000000,0.043138,0
ConcurrentHashTable,48,4000000,0.0625489,0
ConcurrentHashTable,48,5000000,0.07847,0
ConcurrentHashTable,48,6000000,0.0964689,0
ConcurrentHashTable,48,7000000,0.111258,0
ConcurrentHashTable,48,8000000,0.126753,0
ConcurrentHashTable,48,9000000,0.143665,0
ConcurrentHashTable,48,10000000,0.160237,0
ConcurrentHashTable,48,11000000,0.188541,0
ConcurrentHashTable,48,12000000,0.195037,0
ConcurrentHashTable,48,13000000,0.211647,0
ConcurrentHashTable,48,14000000,0.23212,0
ConcurrentHashTable,48,15000000,0.247707,0
ConcurrentHashTable,48,16000000,0.261853,0
ConcurrentHashTable,48,17000000,0.27717,0
ConcurrentHashTable,48,18000000,0.297616,0
ConcurrentHashTable,48,19000000,0.308642,0
ConcurrentHashTable,48,20000000,0.326114,0
ConcurrentHashTable,48,21000000,0.346215,0
ConcurrentHashTable,48,22000000,0.36084,0
ConcurrentHashTable,48,23000000,0.385275,0
ConcurrentHashTable,48,24000000,0.391802,0
ConcurrentHashTable,48,25000000,0.415882,0
ConcurrentHashTable,48,26000000,0.428503,0
ConcurrentHashTable,48,27000000,0.443523,0
ConcurrentHashTable,48,28000000,0.480582,0
ConcurrentHashTable,48,29000000,0.47895,0
ConcurrentHashTable,48,30000000,0.501368,0
ConcurrentHashTable,48,31000000,0.515487,0
ConcurrentHashTable,48,32000000,0.533312,0
ConcurrentHashTable,48,33000000,0.540926,0
ConcurrentHashTable,48,34000000,0.572029,0
ConcurrentHashTable,48,35000000,0.576442,0
ConcurrentHashTable,48,36000000,0.599764,0
ConcurrentHashTable,48,37000000,0.610693,0
ConcurrentHashTable,48,38000000,0.635911,0
ConcurrentHashTable,48,39000000,0.662154,0
ConcurrentHashTable,48,40000000,0.661732,0
ConcurrentHashTable,48,41000000,0.680533,0
ConcurrentHashTable,48,42000000,0.726064,0
ConcurrentHashTable,48,43000000,0.749563,0
ConcurrentHashTable,48,44000000,0.763086,0
ConcurrentHashTable,48,45000000,0.789337,0
ConcurrentHashTable,48,46000000,0.793542,0
ConcurrentHashTable,48,47000000,0.778088,0
ConcurrentHashTable,48,48000000,0.797607,0
LockCoupling,48,1000000,0.15948,0
LockCoupling,48,2000000,0.298593,0
LockCoupling,48,3000000,0.443726,0
LockCoupling,48,4000000,0.582168,0
LockCoupling,48,5000000,0.722377,0
LockCoupling,48,6000000,0.864766,0
LockCoupling,48,7000000,1.00456,0
LockCoupling,48,8000000,1.15633,0
LockCoupling,48,9000000,1.28349,0
LockCoupling,48,10000000,1.42752,0
LockCoupling,48,11000000,1.57924,0
LockCoupling,48,12000000,1.71064,0
LockCoupling,48,13000000,1.85088,0
LockCoupling,48,14000000,2.00031,0
LockCoupling,48,15000000,2.13333,0
LockCoupling,48,16000000,2.28479,0
LockCoupling,48,17000000,2.40549,0
LockCoupling,48,18000000,2.61146,0
LockCoupling,48,19000000,2.69993,0
LockCoupling,48,20000000,2.84414,0
LockCoupling,48,21000000,2.98384,0
LockCoupling,48,22000000,3.11693,0
LockCoupling,48,23000000,3.24952,0
LockCoupling,48,24000000,3.87762,0
LockCoupling,48,25000000,4.34871,0
LockCoupling,48,26000000,3.68315,0
LockCoupling,48,27000000,3.82929,0
LockCoupling,48,28000000,3.96417,0
LockCoupling,48,29000000,4.10193,0
LockCoupling,48,30000000,4.25529,0
LockCoupling,48,31000000,4.39886,0
LockCoupling,48,32000000,4.54358,0
LockCoupling,48,33000000,4.65108,0
LockCoupling,48,34000000,4.84278,0
LockCoupling,48,35000000,4.93394,0
LockCoupling,48,36000000,5.12251,0
LockCoupling,48,37000000,5.21565,0
LockCoupling,48,38000000,5.45424,0
LockCoupling,48,39000000,5.53692,0
LockCoupling,48,40000000,5.72774,0
LockCoupling,48,41000000,5.82178,0
LockCoupling,48,42000000,6.02142,0
LockCoupling,48,43000000,6.09483,0
LockCoupling,48,44000000,6.30794,0
LockCoupling,48,45000000,6.37646,0
LockCoupling,48,46000000,6.57455,0
LockCoupling,48,47000000,6.64433,0
LockCoupling,48,48000000,6.8614,0
LockCounter,1,1000000,0.0215051,0
LockCounter,2,2000000,0.115916,0
LockCounter,3,3000000,0.139903,0
LockCounter,4,4000000,0.223664,0
LockCounter,5,5000000,0.320177,0
LockCounter,6,6000000,0.434904,0
LockCounter,7,7000000,0.573777,0
LockCounter,8,8000000,0.691795,0
LockCounter,9,9000000,0.798915,0
LockCounter,10,10000000,0.918365,0
LockCounter,11,11000000,0.999301,0
LockCounter,12,12000000,1.08215,0
LockCounter,13,13000000,1.17302,0
LockCounter,14,14000000,1.26054,0
LockCounter,15,15000000,1.34585,0
LockCounter,16,16000000,1.44084,0
LockCounter,17,17000000,1.52092,0
LockCounter,18,18000000,1.61067,0
LockCounter,19,19000000,1.69702,0
LockCounter,20,20000000,1.78472,0
LockCounter,21,21000000,1.86815,0
LockCounter,22,22000000,1.9615,0
LockCounter,23,23000000,2.03877,0
LockCounter,24,24000000,2.12493,0
LockCounter,25,25000000,2.21353,0
LockCounter,26,26000000,2.30947,0
LockCounter,27,27000000,2.38826,0
LockCounter,28,28000000,2.47538,0
LockCounter,29,29000000,2.56552,0
LockCounter,30,30000000,2.64799,0
LockCounter,31,31000000,2.74272,0
LockCounter,32,32000000,2.83096,0
LockCounter,33,33000000,2.92373,0
LockCounter,34,34000000,3.00619,0
LockCounter,35,35000000,3.10343,0
LockCounter,36,36000000,3.1885,0
LockCounter,37,37000000,3.27852,0
LockCounter,38,38000000,3.36504,0
LockCounter,39,39000000,3.44701,0
LockCounter,40,40000000,3.53791,0
LockCounter,41,41000000,3.63391,0
LockCounter,42,42000000,3.71975,0
LockCounter,43,43000000,3.80212,0
LockCounter,44,44000000,3.89731,0
LockCounter,45,45000000,3.98458,0
LockCounter,46,46000000,4.07164,0
LockCounter,47,47000000,4.16257,0
LockCounter,48,48000000,4.25683,0
ApproximateCounter,1,1000000,0.022882,1024
ApproximateCounter,2,2000000,0.173249,1024
ApproximateCounter,3,3000000,0.183959,1024
ApproximateCounter,4,4000000,0.228721,1024
ApproximateCounter,5,5000000,0.278537,1024
ApproximateCounter,6,6000000,0.297428,1024
ApproximateCounter,7,7000000,0.323592,1024
ApproximateCounter,8,8000000,0.327372,1024
ApproximateCounter,9,9000000,0.358894,1024
ApproximateCounter,10,10000000,0.369117,1024
ApproximateCounter,11,11000000,0.381253,1024
ApproximateCounter,12,12000000,0.402128,1024
ApproximateCounter,13,13000000,0.422606,1024
ApproximateCounter,14,14000000,0.435806,1024
ApproximateCounter,15,15000000,0.449676,1024
ApproximateCounter,16,16000000,0.499545,1024
ApproximateCounter,17,17000000,0.513064,1024
ApproximateCounter,18,18000000,0.511408,1024
ApproximateCounter,19,19000000,0.519335,1024
ApproximateCounter,20,20000000,0.507309,1024
ApproximateCounter,21,21000000,0.508624,1024
ApproximateCounter,22,22000000,0.515055,1024
ApproximateCounter,23,23000000,0.522646,1024
ApproximateCounter,24,24000000,0.615454,1024
ApproximateCounter,25,25000000,0.596035,1024
ApproximateCounter,26,26000000,0.613591,1024
ApproximateCounter,27,27000000,0.561363,1024
ApproximateCounter,28,28000000,0.606633,1024
ApproximateCounter,29,29000000,0.618633,1024
ApproximateCounter,30,30000000,0.616624,1024
ApproximateCounter,31,31000000,0.61724,1024
ApproximateCounter,32,32000000,0.639956,1024
ApproximateCounter,33,33000000,0.672631,1024
ApproximateCounter,34,34000000,0.676741,1024
ApproximateCounter,35,35000000,0.645211,1024
ApproximateCounter,36,36000000,0.635599,1024
ApproximateCounter,37,37000000,0.686525,1024
ApproximateCounter,38,38000000,0.652753,1024
ApproximateCounter,39,39000000,0.66605,1024
ApproximateCounter,40,40000000,0.664047,1024
ApproximateCounter,41,41000000,0.676448,1024
ApproximateCounter,42,42000000,0.703825,1024
ApproximateCounter,43,43000000,0.644146,1024
ApproximateCounter,44,44000000,0.692097,1024
ApproximateCounter,45,45000000,0.672057,1024
ApproximateCounter,46,46000000,0.72509,1024
ApproximateCounter,47,47000000,0.675897,1024
ApproximateCounter,48,48000000,0.709367,1024
ApproximateCounter,48,48000000,4.41417,2
ApproximateCounter,48,48000000,2.7808,4
ApproximateCounter,48,48000000,1.70763,8
ApproximateCounter,48,48000000,1.13315,16
ApproximateCounter,48,48000000,0.925529,32
ApproximateCounter,48,48000000,0.898563,64
ApproximateCounter,48,48000000,0.866622,128
ApproximateCounter,48,48000000,0.799889,256
ApproximateCounter,48,48000000,0.730161,512
ApproximateCounter,48,48000000,0.699872,1024
ApproximateCounter,48,48000000,0.727563,2048
ApproximateCounter,48,48000000,0.720213,4096
ApproximateCounter,48,48000000,0.694475,8192
ApproximateCounter,48,48000000,0.712754,16384
ApproximateCounter,48,48000000,0.762233,32768
ApproximateCounter,48,48000000,0.783489,65536
ApproximateCounter,48,48000000,0.736764,131072
ApproximateCounter,48,48000000,0.726163,262144
ApproximateCounter,48,48000000,0.754542,524288
ApproximateCounter,48,48000000,0.646834,1048576
ApproximateCounter,48,48000000,0.751292,2097152
ApproximateCounter,48,48000000,0.709899,4194304
ApproximateCounter,48,48000000,0.687388,8388608
ApproximateCounter,48,48000000,0.712045,16777216
ApproximateCounter,48,48000000,0.733024,33554432
ApproximateCounter,48,48000000,0.659164,67108864
ApproximateCounter,48,48000000,0.749568,134217728
ApproximateCounter,48,48000000,0.671437,268435456
ApproximateCounter,48,48000000,0.705236,536870912
ApproximateCounter,48,48000000,0.709069,1073741824
ConcurrentQueue,48,1000000,0.379382,0
ConcurrentQueue,48,2000000,0.373126,0
ConcurrentQueue,48,3000000,0.543804,0
ConcurrentQueue,48,4000000,0.724259,0
ConcurrentQueue,48,5000000,0.898288,0
ConcurrentQueue,48,6000000,1.07493,0
ConcurrentQueue,48,7000000,1.25494,0
ConcurrentQueue,48,8000000,1.41693,0
ConcurrentQueue,48,9000000,1.58326,0
ConcurrentQueue,48,10000000,1.77475,0
ConcurrentQueue,48,11000000,1.94422,0
ConcurrentQueue,48,12000000,2.14163,0
ConcurrentQueue,48,13000000,2.29474,0
ConcurrentQueue,48,14000000,2.51325,0
ConcurrentQueue,48,15000000,2.67964,0
ConcurrentQueue,48,16000000,2.81669,0
ConcurrentQueue,48,17000000,3.0037,0
ConcurrentQueue,48,18000000,3.18804,0
ConcurrentQueue,48,19000000,3.34909,0
ConcurrentQueue,48,20000000,3.51777,0
ConcurrentQueue,48,21000000,3.67014,0
ConcurrentQueue,48,22000000,3.86343,0
ConcurrentQueue,48,23000000,4.04781,0
ConcurrentQueue,48,24000000,4.24749,0
ConcurrentQueue,48,25000000,4.43711,0
ConcurrentQueue,48,26000000,4.57107,0
ConcurrentQueue,48,27000000,4.70195,0
ConcurrentQueue,48,28000000,4.89161,0
ConcurrentQueue,48,29000000,5.09242,0
ConcurrentQueue,48,30000000,5.28886,0
ConcurrentQueue,48,31000000,5.46592,0
ConcurrentQueue,48,32000000,5.69225,0
ConcurrentQueue,48,33000000,5.84375,0
ConcurrentQueue,48,34000000,6.08527,0
ConcurrentQueue,48,35000000,6.37095,0
ConcurrentQueue,48,36000000,6.44976,0
ConcurrentQueue,48,37000000,6.60587,0
ConcurrentQueue,48,38000000,6.76582,0
ConcurrentQueue,48,39000000,6.87968,0
ConcurrentQueue,48,40000000,7.10586,0
ConcurrentQueue,48,41000000,7.17921,0
ConcurrentQueue,48,42000000,7.36895,0
ConcurrentQueue,48,43000000,7.56089,0
ConcurrentQueue,48,44000000,7.69041,0
ConcurrentQueue,48,45000000,7.82992,0
ConcurrentQueue,48,46000000,8.0636,0
ConcurrentQueue,48,47000000,8.27173,0
ConcurrentQueue,48,48000000,8.47861,0
ConcurrentHashTable,48,1000000,0.0125668,0
ConcurrentHashTable,48,2000000,0.0280678,0
ConcurrentHashTable,48,3000000,0.0430431,0
ConcurrentHashTable,48,4000000,0.061542,0
ConcurrentHashTable,48,5000000,0.078608,0
ConcurrentHashTable,48,6000000,0.098706,0
ConcurrentHashTable,48,7000000,0.111614,0
ConcurrentHashTable,48,8000000,0.128084,0
ConcurrentHashTable,48,9000000,0.145099,0
ConcurrentHashTable,48,10000000,0.161254,0
ConcurrentHashTable,48,11000000,0.187527,0
ConcurrentHashTable,48,12000000,0.194267,0
ConcurrentHashTable,48,13000000,0.211944,0
ConcurrentHashTable,48,14000000,0.22898,0
ConcurrentHashTable,48,15000000,0.249672,0
ConcurrentHashTable,48,16000000,0.264441,0
ConcurrentHashTable,48,17000000,0.279727,0
ConcurrentHashTable,48,18000000,0.301029,0
ConcurrentHashTable,48,19000000,0.312668,0
ConcurrentHashTable,48,20000000,0.327306,0
ConcurrentHashTable,48,21000000,0.34435,0
ConcurrentHashTable,48,22000000,0.358665,0
ConcurrentHashTable,48,23000000,0.37963,0
ConcurrentHashTable,48,24000000,0.399376,0
ConcurrentHashTable,48,25000000,0.41066,0
ConcurrentHashTable,48,26000000,0.426768,0
ConcurrentHashTable,48,27000000,0.444944,0
ConcurrentHashTable,48,28000000,0.462256,0
ConcurrentHashTable,48,29000000,0.478652,0
ConcurrentHashTable,48,30000000,0.492998,0
ConcurrentHashTable,48,31000000,0.51503,0
ConcurrentHashTable,48,32000000,0.52523,0
ConcurrentHashTable,48,33000000,0.545019,0
ConcurrentHashTable,48,34000000,0.572903,0
ConcurrentHashTable,48,35000000,0.575913,0
ConcurrentHashTable,48,36000000,0.601601,0
ConcurrentHashTable,48,37000000,0.610869,0
ConcurrentHashTable,48,38000000,0.631901,0
ConcurrentHashTable,48,39000000,0.649206,0
ConcurrentHashTable,48,40000000,0.660709,0
ConcurrentHashTable,48,41000000,0.677888,0
ConcurrentHashTable,48,42000000,0.696253,0
ConcurrentHashTable,48,43000000,0.712003,0
ConcurrentHashTable,48,44000000,0.728944,0
ConcurrentHashTable,48,45000000,0.749797,0
ConcurrentHashTable,48,46000000,0.762397,0
ConcurrentHashTable,48,47000000,0.779804,0
ConcurrentHashTable,48,48000000,0.80063,0
LockCoupling,48,1000000,0.227174,0
LockCoupling,48,2000000,0.299476,0
LockCoupling,48,3000000,0.442714,0
LockCoupling,48,4000000,0.582022,0
LockCoupling,48,5000000,0.723624,0
LockCoupling,48,6000000,0.866095,0
LockCoupling,48,7000000,1.01694,0
LockCoupling,48,8000000,1.14934,0
LockCoupling,48,9000000,1.29361,0
LockCoupling,48,10000000,1.43937,0
LockCoupling,48,11000000,1.57654,0
LockCoupling,48,12000000,1.7166,0
LockCoupling,48,13000000,1.85897,0
LockCoupling,48,14000000,2.00025,0
