type, threadCount, insertCount, time, threshold
ApproximateCounter,24,24000000,0.620225,512
ApproximateCounter,12,12000000,0.390581,512
ApproximateCounter,6,6000000,0.305073,512
ApproximateCounter,48,48000000,0.956174,1024
ApproximateCounter,24,24000000,0.62523,1024
ApproximateCounter,12,12000000,0.376905,1024
ApproximateCounter,6,6000000,0.304027,1024
ApproximateCounter,48,48000000,0.900021,2048
ApproximateCounter,24,24000000,0.59683,2048
ApproximateCounter,12,12000000,0.386648,2048
ApproximateCounter,6,6000000,0.302052,2048
ApproximateCounter,48,48000000,0.914312,4096
ApproximateCounter,24,24000000,0.606966,4096
ApproximateCounter,12,12000000,0.410125,4096
ApproximateCounter,6,6000000,0.282501,4096
ApproximateCounter,48,48000000,0.88232,8192
ApproximateCounter,24,24000000,0.607341,8192
ApproximateCounter,12,12000000,0.404919,8192
ApproximateCounter,6,6000000,0.299752,8192
ApproximateCounter,48,48000000,0.907158,16384
ApproximateCounter,24,24000000,0.613936,16384
ApproximateCounter,12,12000000,0.377927,16384
ApproximateCounter,6,6000000,0.297915,16384
ApproximateCounter,48,48000000,0.914565,32768
ApproximateCounter,24,24000000,0.607958,32768
ApproximateCounter,12,12000000,0.373812,32768
ApproximateCounter,6,6000000,0.30229,32768
ApproximateCounter,48,48000000,0.929121,65536
ApproximateCounter,24,24000000,0.598746,65536
ApproximateCounter,12,12000000,0.383811,65536
ApproximateCounter,6,6000000,0.299085,65536
ApproximateCounter,48,48000000,0.89484,131072
ApproximateCounter,24,24000000,0.599862,131072
ApproximateCounter,12,12000000,0.406032,131072
ApproximateCounter,6,6000000,0.306475,131072
ApproximateCounter,48,48000000,0.883387,262144
ApproximateCounter,24,24000000,0.598231,262144
ApproximateCounter,12,12000000,0.405926,262144
ApproximateCounter,6,6000000,0.28998,262144
ApproximateCounter,48,48000000,0.895615,524288
ApproximateCounter,24,24000000,0.611332,524288
ApproximateCounter,12,12000000,0.39624,524288
ApproximateCounter,6,6000000,0.294086,524288
ApproximateCounter,48,48000000,0.898069,1048576
ApproximateCounter,24,24000000,0.609254,1048576
ApproximateCounter,12,12000000,0.365547,1048576
ApproximateCounter,6,6000000,0.286805,1048576
ApproximateCounter,48,48000000,0.900088,2097152
ApproximateCounter,24,24000000,0.642412,2097152
ApproximateCounter,12,12000000,0.382113,2097152
ApproximateCounter,6,6000000,0.292713,2097152
ApproximateCounter,48,48000000,0.933406,4194304
ApproximateCounter,24,24000000,0.607636,4194304
ApproximateCounter,12,12000000,0.401953,4194304
ApproximateCounter,6,6000000,0.306946,4194304
ApproximateCounter,48,48000000,0.922604,8388608
ApproximateCounter,24,24000000,0.576633,8388608
ApproximateCounter,12,12000000,0.39788,8388608
ApproximateCounter,6,6000000,0.307591,8388608
ApproximateCounter,48,48000000,0.895012,16777216
ApproximateCounter,24,24000000,0.596107,16777216
ApproximateCounter,12,12000000,0.398057,16777216
ApproximateCounter,6,6000000,0.296235,16777216
ApproximateCounter,48,48000000,0.9191,33554432
ApproximateCounter,24,24000000,0.603914,33554432
ApproximateCounter,12,12000000,0.408061,33554432
ApproximateCounter,6,6000000,0.279833,33554432
ApproximateCounter,48,48000000,0.909331,67108864
ApproximateCounter,24,24000000,0.611488,67108864
ApproximateCounter,12,12000000,0.404536,67108864
ApproximateCounter,6,6000000,0.297776,67108864
ApproximateCounter,48,48000000,0.88603,134217728
ApproximateCounter,24,24000000,0.605799,134217728
ApproximateCounter,12,12000000,0.398,134217728
ApproximateCounter,6,6000000,0.296249,134217728
ApproximateCounter,48,48000000,0.895573,268435456
ApproximateCounter,24,24000000,0.612249,268435456
ApproximateCounter,12,12000000,0.377613,268435456
ApproximateCounter,6,6000000,0.300712,268435456
ApproximateCounter,48,48000000,0.885392,536870912
ApproximateCounter,24,24000000,0.601903,536870912
ApproximateCounter,12,12000000,0.403084,536870912
ApproximateCounter,6,6000000,0.286305,536870912
ApproximateCounter,48,48000000,0.92654,1073741824
ApproximateCounter,24,24000000,0.605746,1073741824
ApproximateCounter,12,12000000,0.380935,1073741824
ApproximateCounter,6,6000000,0.282024,1073741824
LockCounter,1,1000000,0.02087,0
LockCounter,2,2000000,0.117742,0
LockCounter,3,3000000,0.14273,0
LockCounter,4,4000000,0.23877,0
LockCounter,5,5000000,0.331185,0
LockCounter,6,6000000,0.454634,0
LockCounter,7,7000000,0.591637,0
LockCounter,8,8000000,0.741057,0
LockCounter,9,9000000,0.839072,0
LockCounter,10,10000000,0.917418,0
LockCounter,11,11000000,1.02358,0
LockCounter,12,12000000,1.10297,0
LockCounter,13,13000000,1.19193,0
LockCounter,14,14000000,1.28467,0
LockCounter,15,15000000,1.37046,0
LockCounter,16,16000000,1.46059,0
LockCounter,17,17000000,1.54902,0
LockCounter,18,18000000,1.63881,0
LockCounter,19,19000000,1.72705,0
LockCounter,20,20000000,1.81179,0
LockCounter,21,21000000,1.8959,0
LockCounter,22,22000000,1.98725,0
LockCounter,23,23000000,2.06784,0
LockCounter,24,24000000,2.15183,0
LockCounter,25,25000000,2.2403,0
LockCounter,26,26000000,2.33039,0
LockCounter,27,27000000,2.42069,0
LockCounter,28,28000000,2.51675,0
LockCounter,29,29000000,2.60515,0
LockCounter,30,30000000,2.69616,0
LockCounter,31,31000000,2.79198,0
LockCounter,32,32000000,2.87416,0
LockCounter,33,33000000,2.96264,0
LockCounter,34,34000000,3.05396,0
LockCounter,35,35000000,3.14193,0
LockCounter,36,36000000,3.23247,0
LockCounter,37,37000000,3.32435,0
LockCounter,38,38000000,3.41189,0
LockCounter,39,39000000,3.50623,0
LockCounter,40,40000000,3.59604,0
LockCounter,41,41000000,3.67868,0
LockCounter,42,42000000,3.77386,0
LockCounter,43,43000000,3.87017,0
LockCounter,44,44000000,3.95387,0
LockCounter,45,45000000,4.04289,0
LockCounter,46,46000000,4.13335,0
LockCounter,47,47000000,4.21958,0
ApproximateCounter,48,48000000,7.13404,1
ApproximateCounter,24,24000000,3.60514,1
ApproximateCounter,12,12000000,1.89172,1
ApproximateCounter,6,6000000,0.782212,1
ApproximateCounter,48,48000000,4.53583,2
ApproximateCounter,24,24000000,2.37436,2
ApproximateCounter,12,12000000,1.30152,2
ApproximateCounter,6,6000000,0.544856,2
ApproximateCounter,48,48000000,2.96361,4
ApproximateCounter,24,24000000,1.62869,4
ApproximateCounter,12,12000000,0.887103,4
ApproximateCounter,6,6000000,0.400493,4
ApproximateCounter,48,48000000,1.92251,8
ApproximateCounter,24,24000000,1.11567,8
ApproximateCounter,12,12000000,0.619938,8
ApproximateCounter,6,6000000,0.348397,8
ApproximateCounter,48,48000000,1.32342,16
ApproximateCounter,24,24000000,0.814184,16
ApproximateCounter,12,12000000,0.474825,16
ApproximateCounter,6,6000000,0.312897,16
ApproximateCounter,48,48000000,1.11612,32
ApproximateCounter,24,24000000,0.701649,32
ApproximateCounter,12,12000000,0.411682,32
ApproximateCounter,6,6000000,0.308231,32
ApproximateCounter,48,48000000,1.08621,64
ApproximateCounter,24,24000000,0.633257,64
ApproximateCounter,12,12000000,0.399014,64
ApproximateCounter,6,6000000,0.317582,64
ApproximateCounter,48,48000000,1.0437,128
ApproximateCounter,24,24000000,0.63228,128
ApproximateCounter,12,12000000,0.385964,128
ApproximateCounter,6,6000000,0.299181,128
ApproximateCounter,48,48000000,1.00576,256
ApproximateCounter,24,24000000,0.637267,256
ApproximateCounter,12,12000000,0.390639,256
ApproximateCounter,6,6000000,0.305269,256
ApproximateCounter,48,48000000,0.960406,512
ApproximateCounter,24,24000000,0.59622,512
ApproximateCounter,12,12000000,0.372859,512
ApproximateCounter,6,6000000,0.306011,512
ApproximateCounter,48,48000000,0.974421,1024
ApproximateCounter,24,24000000,0.581146,1024
ApproximateCounter,12,12000000,0.391055,1024
ApproximateCounter,6,6000000,0.290137,1024
ApproximateCounter,48,48000000,0.941977,2048
ApproximateCounter,24,24000000,0.58559,2048
ApproximateCounter,12,12000000,0.393711,2048
ApproximateCounter,6,6000000,0.293272,2048
ApproximateCounter,48,48000000,0.988674,4096
ApproximateCounter,24,24000000,0.630896,4096
ApproximateCounter,12,12000000,0.401087,4096
ApproximateCounter,6,6000000,0.283742,4096
ApproximateCounter,48,48000000,0.9541,8192
ApproximateCounter,24,24000000,0.601346,8192
ApproximateCounter,12,12000000,0.385735,8192
ApproximateCounter,6,6000000,0.298154,8192
ApproximateCounter,48,48000000,0.956571,16384
ApproximateCounter,24,24000000,0.613991,16384
ApproximateCounter,12,12000000,0.361837,16384
ApproximateCounter,6,6000000,0.298284,16384
ApproximateCounter,48,48000000,0.9481,32768
ApproximateCounter,24,24000000,0.603822,32768
ApproximateCounter,12,12000000,0.40122,32768
ApproximateCounter,6,6000000,0.289231,32768
ApproximateCounter,48,48000000,0.883849,65536
ApproximateCounter,24,24000000,0.5957,65536
ApproximateCounter,12,12000000,0.402588,65536
ApproximateCounter,6,6000000,0.280713,65536
ApproximateCounter,48,48000000,0.947944,131072
ApproximateCounter,24,24000000,0.609306,131072
ApproximateCounter,12,12000000,0.394979,131072
ApproximateCounter,6,6000000,0.303975,131072
ApproximateCounter,48,48000000,0.910861,262144
ApproximateCounter,24,24000000,0.602478,262144
ApproximateCounter,12,12000000,0.395648,262144
ApproximateCounter,6,6000000,0.29781,262144
ApproximateCounter,48,48000000,0.937049,524288
ApproximateCounter,24,24000000,0.625491,524288
ApproximateCounter,12,12000000,0.386171,524288
ApproximateCounter,6,6000000,0.305508,524288
ApproximateCounter,48,48000000,0.931879,1048576
ApproximateCounter,24,24000000,0.608121,1048576
ApproximateCounter,12,12000000,0.406391,1048576
ApproximateCounter,6,6000000,0.293851,1048576
ApproximateCounter,48,48000000,0.939019,2097152
ApproximateCounter,24,24000000,0.573277,2097152
ApproximateCounter,12,12000000,0.377565,2097152
ApproximateCounter,6,6000000,0.300899,2097152
ApproximateCounter,48,48000000,0.945499,4194304
ApproximateCounter,24,24000000,0.613115,4194304
ApproximateCounter,12,12000000,0.374815,4194304
ApproximateCounter,6,6000000,0.300123,4194304
ApproximateCounter,48,48000000,0.939611,8388608
ApproximateCounter,24,24000000,0.589546,8388608
ApproximateCounter,12,12000000,0.373479,8388608
ApproximateCounter,6,6000000,0.292661,8388608
ApproximateCounter,48,48000000,0.914011,16777216
ApproximateCounter,24,24000000,0.5981,16777216
ApproximateCounter,12,12000000,0.396647,16777216
ApproximateCounter,6,6000000,0.284489,16777216
ApproximateCounter,48,48000000,0.922256,33554432
ApproximateCounter,24,24000000,0.600781,33554432
ApproximateCounter,12,12000000,0.395268,33554432
ApproximateCounter,6,6000000,0.300425,33554432
ApproximateCounter,48,48000000,0.951901,67108864
ApproximateCounter,24,24000000,0.632936,67108864
ApproximateCounter,12,12000000,0.399857,67108864
ApproximateCounter,6,6000000,0.294645,67108864
ApproximateCounter,48,48000000,0.914701,134217728
ApproximateCounter,24,24000000,0.602724,134217728
ApproximateCounter,12,12000000,0.39842,134217728
ApproximateCounter,6,6000000,0.298064,134217728
ApproximateCounter,48,48000000,0.940546,268435456
ApproximateCounter,24,24000000,0.617957,268435456
ApproximateCounter,12,12000000,0.39432,268435456
ApproximateCounter,6,6000000,0.302949,268435456
ApproximateCounter,48,48000000,0.902556,536870912
ApproximateCounter,24,24000000,0.623711,536870912
ApproximateCounter,12,12000000,0.374212,536870912
ApproximateCounter,6,6000000,0.291811,536870912
ApproximateCounter,48,48000000,0.927729,1073741824
ApproximateCounter,24,24000000,0.591825,1073741824
ApproximateCounter,12,12000000,0.394122,1073741824
ApproximateCounter,6,6000000,0.290131,1073741824
LockCounter,1,1000000,0.0206969,0
LockCounter,2,2000000,0.117675,0
LockCounter,3,3000000,0.140103,0
LockCounter,4,4000000,0.243093,0
LockCounter,5,5000000,0.335882,0
LockCounter,6,6000000,0.457002,0
LockCounter,7,7000000,0.589326,0
LockCounter,8,8000000,0.70912,0
LockCounter,9,9000000,0.827913,0
LockCounter,10,10000000,0.941937,0
LockCounter,11,11000000,1.01771,0
LockCounter,12,12000000,1.10467,0
LockCounter,13,13000000,1.19009,0
LockCounter,14,14000000,1.28201,0
LockCounter,15,15000000,1.37014,0
LockCounter,16,16000000,1.46399,0
LockCounter,17,17000000,1.54814,0
LockCounter,18,18000000,1.6385,0
LockCounter,19,19000000,1.72498,0
LockCounter,20,20000000,1.81264,0
LockCounter,21,21000000,1.89777,0
LockCounter,22,22000000,1.98737,0
LockCounter,23,23000000,2.06775,0
LockCounter,24,24000000,2.15706,0
LockCounter,25,25000000,2.24232,0
LockCounter,26,26000000,2.33042,0
LockCounter,27,27000000,2.42548,0
LockCounter,28,28000000,2.52597,0
LockCounter,29,29000000,2.60356,0
LockCounter,30,30000000,2.69802,0
LockCounter,31,31000000,2.7847,0
LockCounter,32,32000000,2.87164,0
LockCounter,33,33000000,2.96687,0
LockCounter,34,34000000,3.06097,0
LockCounter,35,35000000,3.14592,0
LockCounter,36,36000000,3.23656,0
LockCounter,37,37000000,3.33791,0
LockCounter,38,38000000,3.40961,0
LockCounter,39,39000000,3.51241,0
LockCounter,40,40000000,3.59529,0
LockCounter,41,41000000,3.67697,0
LockCounter,42,42000000,3.77715,0
LockCounter,43,43000000,3.86725,0
LockCounter,44,44000000,3.95256,0
LockCounter,45,45000000,4.04337,0
LockCounter,46,46000000,4.13813,0
LockCounter,47,47000000,4.22873,0
ApproximateCounter,48,48000000,7.14126,1
ApproximateCounter,24,24000000,3.60397,1
ApproximateCounter,12,12000000,1.89226,1
ApproximateCounter,6,6000000,0.788656,1
ApproximateCounter,48,48000000,4.52962,2
ApproximateCounter,24,24000000,2.38079,2
ApproximateCounter,12,12000000,1.28994,2
ApproximateCounter,6,6000000,0.540622,2
ApproximateCounter,48,48000000,2.94836,4
ApproximateCounter,24,24000000,1.62639,4
ApproximateCounter,12,12000000,0.882476,4
ApproximateCounter,6,6000000,0.426421,4
ApproximateCounter,48,48000000,1.90151,8
ApproximateCounter,24,24000000,1.11722,8
ApproximateCounter,12,12000000,0.617909,8
ApproximateCounter,6,6000000,0.358784,8
ApproximateCounter,48,48000000,1.32032,16
ApproximateCounter,24,24000000,0.811,16
ApproximateCounter,12,12000000,0.461669,16
ApproximateCounter,6,6000000,0.328676,16
ApproximateCounter,48,48000000,1.11548,32
ApproximateCounter,24,24000000,0.668472,32
ApproximateCounter,12,12000000,0.387376,32
ApproximateCounter,6,6000000,0.305548,32
ApproximateCounter,48,48000000,1.06008,64
ApproximateCounter,24,24000000,0.635724,64
ApproximateCounter,12,12000000,0.400965,64
ApproximateCounter,6,6000000,0.296455,64
ApproximateCounter,48,48000000,1.03271,128
ApproximateCounter,24,24000000,0.614508,128
ApproximateCounter,12,12000000,0.400342,128
ApproximateCounter,6,6000000,0.296238,128
ApproximateCounter,48,48000000,1.03304,256
ApproximateCounter,24,24000000,0.609471,256
ApproximateCounter,12,12000000,0.396733,256
ApproximateCounter,6,6000000,0.297084,256
ApproximateCounter,48,48000000,0.905452,512
ApproximateCounter,24,24000000,0.589913,512
ApproximateCounter,12,12000000,0.395805,512
ApproximateCounter,6,6000000,0.299843,512
ApproximateCounter,48,48000000,0.988347,1024
ApproximateCounter,24,24000000,0.598624,1024
ApproximateCounter,12,12000000,0.403131,1024
ApproximateCounter,6,6000000,0.297345,1024
ApproximateCounter,48,48000000,0.917843,2048
ApproximateCounter,24,24000000,0.627965,2048
ApproximateCounter,12,12000000,0.392076,2048
ApproximateCounter,6,6000000,0.294134,2048
ApproximateCounter,48,48000000,0.925041,4096
ApproximateCounter,24,24000000,0.621188,4096
ApproximateCounter,12,12000000,0.394191,4096
ApproximateCounter,6,6000000,0.295185,4096
ApproximateCounter,48,48000000,0.910635,8192
ApproximateCounter,24,24000000,0.608587,8192
ApproximateCounter,12,12000000,0.376679,8192
ApproximateCounter,6,6000000,0.282163,8192
ApproximateCounter,48,48000000,0.948066,16384
ApproximateCounter,24,24000000,0.599763,16384
ApproximateCounter,12,12000000,0.395061,16384
ApproximateCounter,6,6000000,0.306003,16384
ApproximateCounter,48,48000000,0.936917,32768
ApproximateCounter,24,24000000,0.61669,32768
ApproximateCounter,12,12000000,0.377206,32768
ApproximateCounter,6,6000000,0.290002,32768
ApproximateCounter,48,48000000,0.928426,65536
ApproximateCounter,24,24000000,0.609061,65536
ApproximateCounter,12,12000000,0.388706,65536
ApproximateCounter,6,6000000,0.309422,65536
ApproximateCounter,48,48000000,0.913934,131072
ApproximateCounter,24,24000000,0.609877,131072
ApproximateCounter,12,12000000,0.401027,131072
ApproximateCounter,6,6000000,0.289863,131072
ApproximateCounter,48,48000000,0.915849,262144
ApproximateCounter,24,24000000,0.602337,262144
ApproximateCounter,12,12000000,0.381502,262144
ApproximateCounter,6,6000000,0.300984,262144
ApproximateCounter,48,48000000,0.909322,524288
ApproximateCounter,24,24000000,0.630204,524288
ApproximateCounter,12,12000000,0.38755,524288
ApproximateCounter,6,6000000,0.311132,524288
ApproximateCounter,48,48000000,0.916933,1048576
ApproximateCounter,24,24000000,0.620038,1048576
ApproximateCounter,12,12000000,0.397788,1048576
ApproximateCounter,6,6000000,0.306334,1048576
ApproximateCounter,48,48000000,0.936781,2097152
ApproximateCounter,24,24000000,0.594716,2097152
ApproximateCounter,12,12000000,0.409681,2097152
ApproximateCounter,6,6000000,0.286568,2097152
ApproximateCounter,48,48000000,0.886686,4194304
ApproximateCounter,24,24000000,0.610053,4194304
ApproximateCounter,12,12000000,0.402599,4194304
ApproximateCounter,6,6000000,0.289643,4194304
ApproximateCounter,48,48000000,0.921116,8388608
ApproximateCounter,24,24000000,0.592164,8388608
ApproximateCounter,12,12000000,0.394786,8388608
ApproximateCounter,6,6000000,0.287668,8388608
ApproximateCounter,48,48000000,0.889693,16777216
ApproximateCounter,24,24000000,0.589539,16777216
ApproximateCounter,12,12000000,0.388514,16777216
ApproximateCounter,6,6000000,0.30099,16777216
ApproximateCounter,48,48000000,0.923446,33554432
ApproximateCounter,24,24000000,0.619766,33554432
ApproximateCounter,12,12000000,0.41176,33554432
ApproximateCounter,6,6000000,0.284711,33554432
ApproximateCounter,48,48000000,0.922418,67108864
ApproximateCounter,24,24000000,0.615991,67108864
ApproximateCounter,12,12000000,0.337971,67108864
ApproximateCounter,6,6000000,0.299443,67108864
ApproximateCounter,48,48000000,0.91289,134217728
ApproximateCounter,24,24000000,0.598673,134217728
ApproximateCounter,12,12000000,0.380777,134217728
ApproximateCounter,6,6000000,0.29064,134217728
ApproximateCounter,48,48000000,0.934067,268435456
ApproximateCounter,24,24000000,0.614146,268435456
ApproximateCounter,12,12000000,0.369414,268435456
ApproximateCounter,6,6000000,0.29928,268435456
ApproximateCounter,48,48000000,0.883194,536870912
ApproximateCounter,24,24000000,0.576544,536870912
ApproximateCounter,12,12000000,0.393425,536870912
ApproximateCounter,6,6000000,0.300872,536870912
ApproximateCounter,48,48000000,0.913443,1073741824
ApproximateCounter,24,24000000,0.632887,1073741824
ApproximateCounter,12,12000000,0.396653,1073741824
ApproximateCounter,6,6000000,0.306953,1073741824
LockCounter,1,1000000,0.0207539,0
LockCounter,2,2000000,0.114125,0
LockCounter,3,3000000,0.134613,0
LockCounter,4,4000000,0.239655,0
LockCounter,5,5000000,0.331154,0
LockCounter,6,6000000,0.448088,0
LockCounter,7,7000000,0.584506,0
LockCounter,8,8000000,0.706215,0
LockCounter,9,9000000,0.824384,0
LockCounter,10,10000000,0.925155,0
LockCounter,11,11000000,1.01532,0
LockCounter,12,12000000,1.10322,0
LockCounter,13,13000000,1.19091,0
LockCounter,14,14000000,1.28157,0
LockCounter,15,15000000,1.37037,0
LockCounter,16,16000000,1.46777,0
LockCounter,17,17000000,1.54747,0
LockCounter,18,18000000,1.63611,0
LockCounter,19,19000000,1.7261,0
LockCounter,20,20000000,1.81272,0
LockCounter,21,21000000,1.8965,0
LockCounter,22,22000000,1.98474,0
LockCounter,23,23000000,2.07033,0
LockCounter,24,24000000,2.16123,0
LockCounter,25,25000000,2.23688,0
LockCounter,26,26000000,2.33226,0
LockCounter,27,27000000,2.42346,0
LockCounter,28,28000000,2.51527,0
LockCounter,29,29000000,2.60774,0
LockCounter,30,30000000,2.69282,0
LockCounter,31,31000000,2.7847,0
LockCounter,32,32000000,2.8801,0
LockCounter,33,33000000,2.96377,0
LockCounter,34,34000000,3.05838,0
LockCounter,35,35000000,3.13948,0
LockCounter,36,36000000,3.2365,0
LockCounter,37,37000000,3.32538,0
LockCounter,38,38000000,3.40929,0
LockCounter,39,39000000,3.50316,0
LockCounter,40,40000000,3.59212,0
LockCounter,41,41000000,3.6863,0
LockCounter,42,42000000,3.77782,0
LockCounter,43,43000000,3.86337,0
LockCounter,44,44000000,3.95474,0
LockCounter,45,45000000,4.04213,0
LockCounter,46,46000000,4.13354,0
LockCounter,47,47000000,4.22764,0
ApproximateCounter,48,48000000,7.1563,1
ApproximateCounter,24,24000000,3.60631,1
ApproximateCounter,12,12000000,1.88695,1
ApproximateCounter,6,6000000,0.784797,1
ApproximateCounter,48,48000000,4.52813,2
ApproximateCounter,24,24000000,2.37429,2
ApproximateCounter,12,12000000,1.28992,2
ApproximateCounter,6,6000000,0.545129,2
ApproximateCounter,48,48000000,2.95603,4
ApproximateCounter,24,24000000,1.62983,4
ApproximateCounter,12,12000000,0.891253,4
ApproximateCounter,6,6000000,0.424049,4
ApproximateCounter,48,48000000,1.89845,8
ApproximateCounter,24,24000000,1.11839,8
ApproximateCounter,12,12000000,0.625296,8
ApproximateCounter,6,6000000,0.379857,8
ApproximateCounter,48,48000000,1.32485,16
ApproximateCounter,24,24000000,0.80999,16
ApproximateCounter,12,12000000,0.467464,16
ApproximateCounter,6,6000000,0.31247,16
ApproximateCounter,48,48000000,1.10868,32
ApproximateCounter,24,24000000,0.689341,32
ApproximateCounter,12,12000000,0.418858,32
ApproximateCounter,6,6000000,0.304468,32
ApproximateCounter,48,48000000,1.01054,64
ApproximateCounter,24,24000000,0.627361,64
ApproximateCounter,12,12000000,0.3691,64
ApproximateCounter,6,6000000,0.299994,64
ApproximateCounter,48,48000000,1.02915,128
ApproximateCounter,24,24000000,0.628409,128
ApproximateCounter,12,12000000,0.372667,128
ApproximateCounter,6,6000000,0.298825,128
ApproximateCounter,48,48000000,0.953103,256
ApproximateCounter,24,24000000,0.618231,256
ApproximateCounter,12,12000000,0.406078,256
ApproximateCounter,6,6000000,0.317304,256
ApproximateCounter,48,48000000,0.986732,512
ApproximateCounter,24,24000000,0.608234,512
ApproximateCounter,12,12000000,0.392539,512
ApproximateCounter,6,6000000,0.304368,512
ApproximateCounter,48,48000000,0.886047,1024
ApproximateCounter,24,24000000,0.608121,1024
ApproximateCounter,12,12000000,0.397899,1024
ApproximateCounter,6,6000000,0.291928,1024
ApproximateCounter,48,48000000,0.919241,2048
ApproximateCounter,24,24000000,0.633219,2048
ApproximateCounter,12,12000000,0.362441,2048
ApproximateCounter,6,6000000,0.289439,2048
ApproximateCounter,48,48000000,0.907663,4096
ApproximateCounter,24,24000000,0.586335,4096
ApproximateCounter,12,12000000,0.39304,4096
ApproximateCounter,6,6000000,0.301916,4096
ApproximateCounter,48,48000000,0.92109,8192
ApproximateCounter,24,24000000,0.613083,8192
ApproximateCounter,12,12000000,0.397301,8192
ApproximateCounter,6,6000000,0.296729,8192
ApproximateCounter,48,48000000,0.911027,16384
ApproximateCounter,24,24000000,0.621304,16384
ApproximateCounter,12,12000000,0.407171,16384
ApproximateCounter,6,6000000,0.299578,16384
ApproximateCounter,48,48000000,0.924078,32768
ApproximateCounter,24,24000000,0.650167,32768
ApproximateCounter,12,12000000,0.368311,32768
ApproximateCounter,6,6000000,0.290038,32768
ApproximateCounter,48,48000000,0.90556,65536
ApproximateCounter,24,24000000,0.594308,65536
ApproximateCounter,12,12000000,0.368203,65536
ApproximateCounter,6,6000000,0.289702,65536
ApproximateCounter,48,48000000,0.973407,131072
ApproximateCounter,24,24000000,0.627894,131072
ApproximateCounter,12,12000000,0.358754,131072
ApproximateCounter,6,6000000,0.291715,131072
ApproximateCounter,48,48000000,0.910507,262144
ApproximateCounter,24,24000000,0.603539,262144
ApproximateCounter,12,12000000,0.390583,262144
ApproximateCounter,6,6000000,0.29652,262144
ApproximateCounter,48,48000000,0.923942,524288
ApproximateCounter,24,24000000,0.602049,524288
ApproximateCounter,12,12000000,0.382894,524288
ApproximateCounter,6,6000000,0.290662,524288
