type, threadCount, insertCount, time, threshold
ApproximateCounter,48,48000000,0.934166,1048576
ApproximateCounter,24,24000000,0.604357,1048576
ApproximateCounter,12,12000000,0.392846,1048576
ApproximateCounter,6,6000000,0.286165,1048576
ApproximateCounter,48,48000000,0.913465,2097152
ApproximateCounter,24,24000000,0.599175,2097152
ApproximateCounter,12,12000000,0.40027,2097152
ApproximateCounter,6,6000000,0.292218,2097152
ApproximateCounter,48,48000000,0.893721,4194304
ApproximateCounter,24,24000000,0.621139,4194304
ApproximateCounter,12,12000000,0.351335,4194304
ApproximateCounter,6,6000000,0.303524,4194304
ApproximateCounter,48,48000000,0.928183,8388608
ApproximateCounter,24,24000000,0.627597,8388608
ApproximateCounter,12,12000000,0.378159,8388608
ApproximateCounter,6,6000000,0.301587,8388608
ApproximateCounter,48,48000000,0.914799,16777216
ApproximateCounter,24,24000000,0.632129,16777216
ApproximateCounter,12,12000000,0.408841,16777216
ApproximateCounter,6,6000000,0.301268,16777216
ApproximateCounter,48,48000000,0.889513,33554432
ApproximateCounter,24,24000000,0.642601,33554432
ApproximateCounter,12,12000000,0.407714,33554432
ApproximateCounter,6,6000000,0.292537,33554432
ApproximateCounter,48,48000000,0.89772,67108864
ApproximateCounter,24,24000000,0.646759,67108864
ApproximateCounter,12,12000000,0.40531,67108864
ApproximateCounter,6,6000000,0.30281,67108864
ApproximateCounter,48,48000000,0.880205,134217728
ApproximateCounter,24,24000000,0.6225,134217728
ApproximateCounter,12,12000000,0.384431,134217728
ApproximateCounter,6,6000000,0.286131,134217728
ApproximateCounter,48,48000000,0.93933,268435456
ApproximateCounter,24,24000000,0.633208,268435456
ApproximateCounter,12,12000000,0.393669,268435456
ApproximateCounter,6,6000000,0.289974,268435456
ApproximateCounter,48,48000000,0.93842,536870912
ApproximateCounter,24,24000000,0.607929,536870912
ApproximateCounter,12,12000000,0.41163,536870912
ApproximateCounter,6,6000000,0.287761,536870912
ApproximateCounter,48,48000000,0.978046,1073741824
ApproximateCounter,24,24000000,0.606338,1073741824
ApproximateCounter,12,12000000,0.400836,1073741824
ApproximateCounter,6,6000000,0.3012,1073741824
LockCounter,1,1000000,0.020678,0
LockCounter,2,2000000,0.114318,0
LockCounter,3,3000000,0.143693,0
LockCounter,4,4000000,0.239432,0
LockCounter,5,5000000,0.331814,0
LockCounter,6,6000000,0.446179,0
LockCounter,7,7000000,0.582661,0
LockCounter,8,8000000,0.719376,0
LockCounter,9,9000000,0.838578,0
LockCounter,10,10000000,0.934384,0
LockCounter,11,11000000,1.01147,0
LockCounter,12,12000000,1.10539,0
LockCounter,13,13000000,1.19293,0
LockCounter,14,14000000,1.28067,0
LockCounter,15,15000000,1.37069,0
LockCounter,16,16000000,1.4641,0
LockCounter,17,17000000,1.54832,0
LockCounter,18,18000000,1.63981,0
LockCounter,19,19000000,1.72674,0
LockCounter,20,20000000,1.81211,0
LockCounter,21,21000000,1.89491,0
LockCounter,22,22000000,1.98365,0
LockCounter,23,23000000,2.06963,0
LockCounter,24,24000000,2.15784,0
LockCounter,25,25000000,2.24213,0
LockCounter,26,26000000,2.33409,0
LockCounter,27,27000000,2.42415,0
LockCounter,28,28000000,2.50979,0
LockCounter,29,29000000,2.6041,0
LockCounter,30,30000000,2.70228,0
LockCounter,31,31000000,2.81646,0
LockCounter,32,32000000,2.90831,0
LockCounter,33,33000000,2.99041,0
LockCounter,34,34000000,3.08287,0
LockCounter,35,35000000,3.16888,0
LockCounter,36,36000000,3.26181,0
LockCounter,37,37000000,3.35485,0
LockCounter,38,38000000,3.45221,0
LockCounter,39,39000000,3.51676,0
LockCounter,40,40000000,3.64204,0
LockCounter,41,41000000,3.71334,0
LockCounter,42,42000000,3.80653,0
LockCounter,43,43000000,3.91076,0
LockCounter,44,44000000,3.98253,0
LockCounter,45,45000000,4.07641,0
LockCounter,46,46000000,4.17907,0
LockCounter,47,47000000,4.25129,0
ApproximateCounter,48,48000000,7.24344,1
ApproximateCounter,24,24000000,3.68414,1
ApproximateCounter,12,12000000,1.89452,1
ApproximateCounter,6,6000000,0.783073,1
ApproximateCounter,48,48000000,4.52976,2
ApproximateCounter,24,24000000,2.37853,2
ApproximateCounter,12,12000000,1.28728,2
ApproximateCounter,6,6000000,0.542807,2
ApproximateCounter,48,48000000,2.95292,4
ApproximateCounter,24,24000000,1.62829,4
ApproximateCounter,12,12000000,0.893148,4
ApproximateCounter,6,6000000,0.420421,4
ApproximateCounter,48,48000000,1.90536,8
ApproximateCounter,24,24000000,1.1181,8
ApproximateCounter,12,12000000,0.618877,8
ApproximateCounter,6,6000000,0.358582,8
ApproximateCounter,48,48000000,1.32326,16
ApproximateCounter,24,24000000,0.813617,16
ApproximateCounter,12,12000000,0.476017,16
ApproximateCounter,6,6000000,0.315862,16
ApproximateCounter,48,48000000,1.12695,32
ApproximateCounter,24,24000000,0.67388,32
ApproximateCounter,12,12000000,0.415616,32
ApproximateCounter,6,6000000,0.302627,32
ApproximateCounter,48,48000000,1.05928,64
ApproximateCounter,24,24000000,0.640835,64
ApproximateCounter,12,12000000,0.409607,64
ApproximateCounter,6,6000000,0.315245,64
ApproximateCounter,48,48000000,1.02185,128
ApproximateCounter,24,24000000,0.62845,128
ApproximateCounter,12,12000000,0.384066,128
ApproximateCounter,6,6000000,0.297832,128
ApproximateCounter,48,48000000,0.965119,256
ApproximateCounter,24,24000000,0.602283,256
ApproximateCounter,12,12000000,0.398869,256
ApproximateCounter,6,6000000,0.293735,256
ApproximateCounter,48,48000000,0.934841,512
ApproximateCounter,24,24000000,0.588572,512
ApproximateCounter,12,12000000,0.395679,512
ApproximateCounter,6,6000000,0.286053,512
ApproximateCounter,48,48000000,0.916223,1024
ApproximateCounter,24,24000000,0.575885,1024
ApproximateCounter,12,12000000,0.370795,1024
ApproximateCounter,6,6000000,0.285877,1024
ApproximateCounter,48,48000000,0.979382,2048
ApproximateCounter,24,24000000,0.613676,2048
ApproximateCounter,12,12000000,0.396785,2048
ApproximateCounter,6,6000000,0.289543,2048
ApproximateCounter,48,48000000,0.896901,4096
ApproximateCounter,24,24000000,0.623079,4096
ApproximateCounter,12,12000000,0.402138,4096
ApproximateCounter,6,6000000,0.305836,4096
ApproximateCounter,48,48000000,0.935601,8192
ApproximateCounter,24,24000000,0.63032,8192
ApproximateCounter,12,12000000,0.401381,8192
ApproximateCounter,6,6000000,0.271842,8192
ApproximateCounter,48,48000000,0.882197,16384
ApproximateCounter,24,24000000,0.591765,16384
ApproximateCounter,12,12000000,0.405693,16384
ApproximateCounter,6,6000000,0.290094,16384
ApproximateCounter,48,48000000,0.927595,32768
ApproximateCounter,24,24000000,0.615913,32768
ApproximateCounter,12,12000000,0.378256,32768
ApproximateCounter,6,6000000,0.296002,32768
ApproximateCounter,48,48000000,0.875838,65536
ApproximateCounter,24,24000000,0.613603,65536
ApproximateCounter,12,12000000,0.385037,65536
ApproximateCounter,6,6000000,0.290763,65536
ApproximateCounter,48,48000000,0.915378,131072
ApproximateCounter,24,24000000,0.600152,131072
ApproximateCounter,12,12000000,0.384285,131072
ApproximateCounter,6,6000000,0.288152,131072
ApproximateCounter,48,48000000,0.912994,262144
ApproximateCounter,24,24000000,0.612473,262144
ApproximateCounter,12,12000000,0.376151,262144
ApproximateCounter,6,6000000,0.302031,262144
ApproximateCounter,48,48000000,0.940263,524288
ApproximateCounter,24,24000000,0.597828,524288
ApproximateCounter,12,12000000,0.405983,524288
ApproximateCounter,6,6000000,0.296336,524288
ApproximateCounter,48,48000000,0.917576,1048576
ApproximateCounter,24,24000000,0.622461,1048576
ApproximateCounter,12,12000000,0.398773,1048576
ApproximateCounter,6,6000000,0.296364,1048576
ApproximateCounter,48,48000000,0.92775,2097152
ApproximateCounter,24,24000000,0.629671,2097152
ApproximateCounter,12,12000000,0.395368,2097152
ApproximateCounter,6,6000000,0.310986,2097152
ApproximateCounter,48,48000000,0.892995,4194304
ApproximateCounter,24,24000000,0.619842,4194304
ApproximateCounter,12,12000000,0.392819,4194304
ApproximateCounter,6,6000000,0.304727,4194304
ApproximateCounter,48,48000000,0.913672,8388608
ApproximateCounter,24,24000000,0.637671,8388608
ApproximateCounter,12,12000000,0.388647,8388608
ApproximateCounter,6,6000000,0.298849,8388608
ApproximateCounter,48,48000000,0.920623,16777216
ApproximateCounter,24,24000000,0.608874,16777216
ApproximateCounter,12,12000000,0.383352,16777216
ApproximateCounter,6,6000000,0.306701,16777216
ApproximateCounter,48,48000000,0.919968,33554432
ApproximateCounter,24,24000000,0.593749,33554432
ApproximateCounter,12,12000000,0.400145,33554432
ApproximateCounter,6,6000000,0.300145,33554432
ApproximateCounter,48,48000000,0.924191,67108864
ApproximateCounter,24,24000000,0.598082,67108864
ApproximateCounter,12,12000000,0.396261,67108864
ApproximateCounter,6,6000000,0.309464,67108864
ApproximateCounter,48,48000000,0.876455,134217728
ApproximateCounter,24,24000000,0.587879,134217728
ApproximateCounter,12,12000000,0.402307,134217728
ApproximateCounter,6,6000000,0.287477,134217728
ApproximateCounter,48,48000000,0.894508,268435456
ApproximateCounter,24,24000000,0.597558,268435456
ApproximateCounter,12,12000000,0.395565,268435456
ApproximateCounter,6,6000000,0.302449,268435456
ApproximateCounter,48,48000000,0.896885,536870912
ApproximateCounter,24,24000000,0.626204,536870912
ApproximateCounter,12,12000000,0.410581,536870912
ApproximateCounter,6,6000000,0.285786,536870912
ApproximateCounter,48,48000000,0.89933,1073741824
ApproximateCounter,24,24000000,0.624616,1073741824
ApproximateCounter,12,12000000,0.380188,1073741824
ApproximateCounter,6,6000000,0.302209,1073741824
